Bound,MinD2w0t,EpLenMean,MeanEntropy,TimeElapsed,J_sample_variance,TimestepsSoFar,MaxD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMax,Iteration,InitialReturnMean,InitialReturnMin,ReturnStepMax,MaxIW,MinIW,StdIW,MeanIW,MeanD2w0t,ReturnMeanIW,Weights,EmpiricalD2,EpThisIter,StdD2w0t,EpisodesSoFar,InitialBound,EntropyCoefficient,InitialReturnStd
2410.0815,,18.61,0.97753835,666.358282327652,3265186800.0,122813,1284.1921,-109.90326274565574,87.63747,7.015938,72,-1.5258789e-06,-4.421623,100.0,1543.5272,0.0023433142,145.3484,15.27176,0.95390713,6210.291,[-1.06   0.788 -0.85   0.869 -0.401],32.4174,100,24.434694,7200,258.96985,10.0,2.4449859
4428.013,,18.86,0.8862395,678.3215820789337,4622616000.0,124699,15502.166,-110.18541551879918,87.85757,6.918228,73,-3.7384034e-06,-4.0710907,100.0,1593.0481,1.0483752e-05,156.46964,16.345976,4.7659626,7176.427,[-1.076  0.849 -0.772  0.905 -0.441],928.3973,100,134.99449,7300,242.63144,10.0,2.5980072
329.90018,,18.6,0.89047897,692.2262835502625,2517386.0,126559,29.165224,-109.81574885587895,87.58665,10.236198,74,6.2561035e-06,-5.045944,100.0,31.354933,0.006306752,3.6713266,1.4863951,0.08656557,704.97876,[-1.042  0.941 -0.754  0.852 -0.533],6.69843,100,0.62642217,7400,251.64214,10.0,2.6965287
302.91727,,17.9,0.88627297,701.839200258255,46692.523,128349,1.452208,-109.92296651161013,87.167595,9.548485,75,-5.340576e-07,-3.91922,100.0,2.9729543,0.2555899,0.46137506,1.0632632,0.038425528,546.9431,[-1.096  0.916 -0.756  0.88  -0.528],1.177002,100,0.199999,7500,284.72607,10.0,2.6468925
343.99435,,17.82,0.8730561,711.0339047908783,131953.73,130131,2.423255,-110.0251355758181,87.14139,7.3210526,76,4.5776366e-07,-3.876213,100.0,5.31921,0.04316843,0.7937756,1.1269222,0.040172987,579.36273,[-1.074  0.907 -0.772  0.89  -0.533],1.497013,100,0.21176608,7600,310.45374,10.0,2.4371135
276.39148,,18.48,0.8938976,720.9562239646912,9419.557,131979,1.1396427,-110.67270859113817,87.47057,6.2294464,77,-6.942749e-06,-4.0156326,100.0,1.987673,0.6937984,0.21555656,1.030725,0.037628774,514.7099,[-1.047  0.925 -0.77   0.914 -0.546],1.0374806,100,0.19211458,7700,267.10504,10.0,2.300497
349.5409,,18.28,0.8808508,727.5361421108246,1171353.5,133807,12.979587,-110.46693444334592,87.379265,8.472595,78,-1.5258789e-07,-3.7166214,100.0,15.374186,0.011847308,2.3826153,1.4050603,0.06937761,689.65497,[-1.036  0.929 -0.767  0.915 -0.525],3.7044446,100,0.45162773,7800,259.22043,10.0,2.5181644
260.38782,,18.14,0.881339,737.7442953586578,895.902,135621,1.0142473,-110.0306175927488,87.358185,7.4671097,79,-2.4414062e-06,-3.8029327,100.0,1.1988267,0.8477888,0.06414724,1.0020086,0.03634839,509.89838,[-1.021  0.957 -0.761  0.882 -0.538],1.0043061,100,0.18734437,7900,259.88202,10.0,2.6059918
312.94315,,18.36,0.8792216,746.3561251163483,148371.6,137457,2.9049156,-109.83215302266817,87.47954,6.241829,80,2.1362305e-06,-4.3060913,100.0,6.0882387,0.16433114,0.8387183,1.1343882,0.0440075,562.0953,[-1.02   0.954 -0.762  0.884 -0.538],1.4199866,100,0.23073162,8000,281.10297,10.0,2.3433175
264.2392,,18.13,0.87370735,756.0331408977509,20811.105,139270,1.2182684,-109.8403828736401,87.27548,9.491158,81,6.1035155e-07,-4.1363983,100.0,2.7756658,0.4467568,0.29672906,1.0329067,0.037903756,524.6796,[-1.03   0.963 -0.734  0.857 -0.54 ],1.0676495,100,0.19556352,8100,256.02438,10.0,2.6383467
341.97366,,17.16,0.85787296,764.6002542972565,25387.578,140986,1.1553968,-109.31654070680908,86.70775,10.225784,82,-3.967285e-06,-3.399681,100.0,2.172519,0.31599948,0.32781512,1.0372772,0.035620555,557.45465,[-1.034  0.975 -0.724  0.846 -0.545],1.1132073,100,0.18906567,8200,329.89697,10.0,2.5255017
357.0101,,17.52,0.86669695,772.4108510017395,478754.94,142738,4.669199,-109.37019588766925,86.88459,9.189232,83,-2.822876e-06,-3.9703674,100.0,9.87369,0.039292336,1.4813285,1.2305169,0.048836812,635.91534,[-1.031  0.981 -0.729  0.847 -0.561],2.3742583,100,0.27377287,8300,299.16312,10.0,2.499071
380.51498,,17.06,0.88246936,781.2062900066376,334048.53,144444,5.197645,-109.13485181000856,86.63835,7.665985,84,-6.3323973e-06,-3.6564636,100.0,7.4105625,0.116370976,1.1730758,1.293261,0.046700433,688.0653,[-0.998  1.01  -0.718  0.831 -0.552],2.0991259,100,0.265955,8400,290.8709,10.0,2.4396327
315.58575,,17.27,0.86733466,790.7333390712738,39629.156,146171,1.3165135,-108.82964487856047,86.817986,6.0998306,85,1.6784668e-06,-3.9121246,100.0,2.639947,0.34292084,0.40218416,1.0484121,0.03693428,556.9871,[-1.04   1.022 -0.689  0.805 -0.536],1.123157,100,0.1956888,8500,301.03302,10.0,2.4180956
289.67227,,17.79,0.88445807,799.793036699295,658011.9,147950,3.9300568,-109.51035922623551,87.10343,6.1331635,86,-2.2125244e-06,-4.3997574,100.0,15.455713,0.15288323,1.9630338,1.230706,0.044045884,615.2485,[-1.025  1.003 -0.698  0.815 -0.552],1.9905846,100,0.23860367,8600,267.19925,10.0,2.644919
245.44234,,18.81,0.90034634,808.7694034576416,4715.736,149831,1.0337578,-110.34257532455837,87.65985,9.085678,87,-9.384155e-06,-4.3183136,100.0,1.513616,0.72315633,0.15572971,1.0105233,0.037948936,494.40335,[-1.041  0.983 -0.689  0.801 -0.534],1.0214458,100,0.1919383,8700,242.11111,10.0,2.74499
302.8267,,17.6,0.9189785,816.4620242118835,168081.48,151591,1.8314198,-109.37865477095067,86.98227,7.3880844,88,-2.0599366e-06,-4.046585,100.0,7.057957,0.2526884,0.87132066,1.0804099,0.03956773,561.2069,[-1.049  0.983 -0.688  0.801 -0.519],1.2790221,100,0.20861599,8800,288.12347,10.0,2.4826372
1202.3156,,17.72,1.0321956,825.0422830581665,748308700.0,153363,429.86362,-109.62509094319007,86.98995,7.5532074,89,2.8991699e-06,-4.639717,100.0,1293.3838,0.016640294,57.38788,6.8255687,1.0870205,3340.343,[-1.062  0.984 -0.676  0.775 -0.5  ],82.60746,100,13.118214,8900,291.87662,10.0,2.5574622
248.99448,,19.03,1.0302368,836.8350474834442,6169.2593,155266,1.1380082,-111.1145588691574,87.76671,6.2460785,90,2.8991699e-06,-5.0042725,100.0,2.2439141,0.5861117,0.18207958,1.0230758,0.03864155,496.29022,[-1.128  1.02  -0.635  0.831 -0.387],1.022517,100,0.19431177,9000,243.97156,10.0,2.507913
333.6332,,18.5,1.023584,845.7861309051514,706443.0,157116,4.2424245,-110.66557624212167,87.48018,5.699608,91,-6.713867e-06,-3.7950668,100.0,10.737263,0.06134968,1.9016721,1.3791965,0.05554418,666.8516,[-1.136  1.033 -0.628  0.838 -0.389],3.2984633,100,0.3109206,9100,247.91129,10.0,2.3689137
246.67514,,19.29,1.0449524,855.7159519195557,31748.24,159045,1.2656548,-111.38518680720526,87.9207,7.339691,92,-2.8991699e-06,-4.2217865,100.0,3.4080248,0.3697995,0.4171395,1.0518118,0.040590864,502.82297,[-1.188  1.017 -0.611  0.839 -0.395],1.147403,100,0.20287354,9200,232.14255,10.0,2.272429
234.88107,,19.31,1.0408908,865.0528161525726,45328.55,160976,1.4659094,-111.70948171279102,87.81868,5.7298965,93,9.155273e-07,-3.355812,100.0,3.7861118,0.27023137,0.48018336,1.0416465,0.04131426,499.10623,[-1.216  1.016 -0.609  0.849 -0.374],1.1581147,100,0.20673107,9300,228.24939,10.0,2.1243339
227.58777,,19.3,1.047699,873.5746383666992,1612.6051,162906,1.0385482,-111.3742327597693,87.88345,6.6817856,94,-5.645752e-06,-4.037758,100.0,1.3225248,0.7862865,0.09467056,1.0087987,0.03874852,482.7852,[-1.223  1.031 -0.61   0.837 -0.378],1.0090077,100,0.19337751,9400,225.51639,10.0,2.4062667
278.06055,,18.42,1.0530732,880.6309657096863,62074.367,164748,1.6745307,-110.79175982092694,87.40761,8.144569,95,1.1062622e-05,-3.9099503,100.0,3.4371758,0.18664299,0.56179833,1.0827993,0.04003505,541.7473,[-1.235  1.033 -0.609  0.84  -0.371],1.2410932,100,0.20556372,9500,257.78024,10.0,2.4818332
253.45934,,18.63,1.0639273,889.2983219623566,22516.545,166611,1.2092853,-110.66188074366848,87.58382,6.063217,96,-2.670288e-06,-3.8716278,100.0,2.4565659,0.5047452,0.33454964,1.0311671,0.038778767,510.00827,[-1.201  1.029 -0.622  0.862 -0.366],1.1041906,100,0.19727096,9600,245.67007,10.0,2.2156322
897.8447,,18.68,1.0463772,898.1080660820007,241200350.0,168479,639.42017,-111.05541385020071,87.53532,5.248062,97,7.6293946e-07,-4.1163025,100.0,1177.5388,0.000526777,34.23898,4.1474338,0.5458389,1958.7865,[-1.216  1.026 -0.618  0.871 -0.355],118.2997,100,9.097859,9700,247.63762,10.0,2.1263514
235.08301,,19.24,1.0489498,909.8324286937714,58544.81,170403,1.4549035,-111.7271719987572,87.93588,7.2049255,98,3.5858154e-06,-4.8325577,100.0,3.4743671,0.17587608,0.5667065,1.0541503,0.041232657,506.37244,[-1.336  0.992 -0.602  0.902 -0.373],1.2694318,100,0.20673373,9800,224.41223,10.0,2.1113608
260.46545,,19.14,1.0408642,918.618465423584,16740.416,172317,1.3007357,-111.21230977737106,87.905846,6.287079,99,4.653931e-06,-3.8100052,100.0,2.1007946,0.344055,0.3007334,1.0532783,0.040144347,506.2849,[-1.3    0.99  -0.612  0.904 -0.37 ],1.0952139,100,0.20142677,9900,247.10077,10.0,2.3411314
245.54129,,19.46,1.0844814,927.24027967453,39431.0,174263,1.3128484,-111.59033541552199,87.88046,4.7927856,100,-6.8664554e-07,-3.4896088,100.0,3.4234645,0.4417566,0.44880068,1.0705158,0.041890908,507.1303,[-1.298  0.992 -0.621  0.927 -0.378],1.1393844,100,0.2084591,10000,228.98709,,2.0599997
226.08115,,19.32,1.0576171,936.1444923877716,7578.8315,176195,1.0913621,-111.76454274372992,87.91455,6.0765686,101,-9.155273e-07,-3.7999573,100.0,1.5490716,0.42744967,0.19581407,1.0384288,0.039532352,497.2044,[-1.306  0.996 -0.626  0.923 -0.334],1.040453,100,0.19720611,10100,214.7002,,2.123224
249.255,,20.42,1.0561429,945.3469569683075,1066830.9,178237,6.346183,-112.73622362221187,88.49754,5.1249847,102,6.3323973e-06,-4.5702057,100.0,25.887646,0.027598688,3.064746,1.4096917,0.059321437,598.49713,[-1.297  0.994 -0.627  0.916 -0.361],2.797421,100,0.32218698,10200,198.2215,,2.3637767
224.8385,,19.71,1.0468386,956.1129610538483,40206.22,180208,1.6572158,-112.16431316626347,88.2736,5.693985,103,-3.8146973e-07,-3.6740646,100.0,3.2092981,0.27316093,0.46689686,1.0638609,0.04294833,498.6117,[-1.279  1.007 -0.658  0.95  -0.363],1.182716,100,0.21278884,10300,211.60779,,2.0695539
211.57913,,20.03,1.0428514,965.0510184764862,9282.94,182211,1.1092551,-112.36140829124302,88.37522,5.8781357,104,6.1035155e-07,-3.4490738,100.0,1.7321265,0.5544387,0.24124779,1.0275929,0.040896874,473.41687,[-1.275  0.986 -0.665  0.969 -0.372],1.0703028,100,0.2002539,10400,205.34091,,2.2658496
217.09546,,19.7,1.028779,974.0376298427582,72623.48,184181,1.3998506,-111.98534741605654,88.177315,4.2922363,105,6.1035155e-07,-3.2273407,100.0,4.163158,0.17425862,0.65275174,1.0550866,0.042690672,493.2795,[-1.267  0.989 -0.672  0.974 -0.376],1.3078438,100,0.21159148,10500,209.50812,,1.8972101
350.18924,,18.75,1.007362,983.1187562942505,698718.4,186056,4.281923,-111.45514838841706,87.54812,6.4156265,106,2.9754638e-06,-3.6525192,100.0,11.621105,0.030847916,2.0088573,1.4954938,0.05721381,704.2989,[-1.243  0.998 -0.677  0.971 -0.39 ],3.36369,100,0.31906104,10600,234.98227,,2.1745985
240.23083,,19.27,0.9991736,993.0898249149323,15924.258,187983,1.3807448,-111.72444380904366,88.155365,4.936203,107,1.5258789e-06,-3.1420593,100.0,2.4824858,0.48055094,0.28752762,1.0740181,0.040798146,514.07635,[-1.28   0.974 -0.662  0.967 -0.412],1.1001995,100,0.20418322,10700,220.62106,,1.8399167
237.98157,,19.6,0.97445303,1002.2968466281891,227069.58,189943,2.841982,-112.06409542268305,88.23789,6.0126343,108,3.0517577e-07,-3.5797882,100.0,7.4396553,0.070938885,1.1551292,1.1461971,0.049301337,535.2355,[-1.287  0.975 -0.669  0.994 -0.42 ],1.8687443,100,0.2508688,10800,214.26785,,2.1158776
216.59763,,20.13,0.94141674,1011.900369644165,15598.217,191956,1.1558193,-112.68580974528857,88.33534,4.4706573,109,-1.3732911e-06,-3.2765503,100.0,1.8381019,0.4206285,0.2943674,1.0593678,0.041983917,486.49503,[-1.32   0.963 -0.662  1.008 -0.445],1.076354,100,0.20507732,10900,200.64688,,1.9798105
210.60626,,19.9,0.9283524,1020.9703733921051,8745.761,193946,1.1121868,-112.34434448690631,88.39481,4.9409637,110,5.340576e-07,-3.2846832,100.0,1.6449572,0.58739424,0.22098944,1.0261991,0.040688436,478.19156,[-1.333  0.969 -0.656  0.998 -0.477],1.0460111,100,0.19988094,11000,203.87659,,1.9722844
293.06805,,19.96,0.98278755,1029.3111445903778,1215836.4,195942,7.5377407,-112.72007942124134,88.119965,6.2282944,111,-9.231568e-06,-4.203438,100.0,19.926708,0.079722345,2.5876443,1.4303414,0.06602459,654.74554,[-1.346  0.971 -0.652  0.987 -0.491],3.2305927,100,0.3603747,11100,207.00336,,2.1546338
212.23749,,20.0,0.9832382,1039.3174438476562,23785.256,197942,1.2335196,-112.37836254658187,88.621185,6.3157196,112,-6.1035157e-06,-3.3559647,100.0,2.5711112,0.4538375,0.3696902,1.0308015,0.041562,477.81464,[-1.288  0.957 -0.682  1.013 -0.436],1.1130235,100,0.20377392,11200,204.51654,,2.024239
236.97174,,19.17,0.96988165,1048.0450665950775,5831.625,199859,1.0922718,-111.9362225368257,87.83417,4.8415833,113,3.8146973e-07,-3.10363,100.0,1.5120065,0.56869423,0.16584645,1.0205525,0.039005894,495.40768,[-1.266  0.951 -0.695  1.019 -0.436],1.0228231,100,0.19538051,11300,231.27185,,1.9953355
209.9527,,20.06,0.9532902,1056.043406009674,10379.59,201865,1.0823576,-112.4610763501956,88.50818,4.9332657,114,1.2207031e-06,-3.520752,100.0,1.7101036,0.42668796,0.24922566,1.0290511,0.040857576,474.86667,[-1.262  0.943 -0.703  1.024 -0.449],1.05789,100,0.19987202,11400,201.59381,,2.1131015
287.1422,,18.39,0.96907556,1064.5329766273499,28949.578,203704,1.3238698,-111.22066969181438,87.42087,5.3667755,115,-2.7465821e-06,-3.248558,100.0,2.7661834,0.39801556,0.38997072,1.0649792,0.038246185,534.499,[-1.247  0.943 -0.706  1.023 -0.466],1.1515069,100,0.19595556,11500,268.07953,,1.8839357
1475.1626,,18.95,1.0244529,1072.0562329292297,581546400.0,205599,1661.014,-111.51498949110075,87.958626,5.344261,116,-1.2969971e-06,-3.290062,100.0,537.4969,0.00806682,52.87513,6.2461886,1.0426751,2890.9465,[-1.225  0.95  -0.707  1.032 -0.45 ],70.41071,100,25.38949,11600,247.69379,,2.0105796
250.47008,,18.83,1.0268574,1084.5898311138153,5452.3105,207482,1.0763941,-111.31186987798503,87.651535,6.404114,117,-8.850097e-06,-3.2552948,100.0,1.8701054,0.54623044,0.1668423,1.0252684,0.038145494,504.12656,[-1.242  0.971 -0.695  0.935 -0.394],1.0198852,100,0.19284384,11700,242.40352,,2.0851128
271.6986,,18.77,1.0317359,1092.6126704216003,11927.404,209359,1.1578814,-111.00402696653087,87.681656,6.1100235,118,2.822876e-06,-3.859352,100.0,2.2435155,0.581426,0.23191518,1.0285702,0.03878431,506.83505,[-1.219  0.96  -0.696  0.94  -0.392],1.047295,100,0.19646816,11800,262.30994,,2.2837784
227.07693,,19.48,1.0219725,1100.9377319812775,8389.129,211307,1.1705956,-111.86587415059425,88.28029,5.0371933,119,1.663208e-05,-3.5191803,100.0,1.7042197,0.5116796,0.20934054,1.0376761,0.04020586,493.12238,[-1.22   0.949 -0.708  0.953 -0.387],1.0601805,100,0.19979209,11900,215.2062,,2.1442096
253.7395,,18.76,1.0083399,1109.389544725418,31482.67,213183,1.2532351,-111.17710813593904,87.58412,6.9823685,120,6.8664554e-07,-3.2537766,100.0,2.2993414,0.44535673,0.4040708,1.0541652,0.039070737,518.8662,[-1.223  0.96  -0.705  0.941 -0.397],1.1651188,100,0.19812053,12000,238.46436,,2.1848578
225.2933,,19.49,1.0097731,1117.9029409885406,19099.37,215132,1.2523315,-111.7857060284735,88.09969,5.737343,121,-1.7089844e-05,-3.8002167,100.0,2.3959317,0.32889527,0.32748395,1.0441499,0.040688317,494.55472,[-1.244  0.953 -0.701  0.937 -0.411],1.1076117,100,0.20221946,12100,214.58133,,2.2528844
224.67557,,19.37,1.0208417,1127.4137914180756,2263.707,217069,1.0282127,-111.40838914475819,87.95485,5.7071304,122,-6.6375733e-06,-3.8873596,100.0,1.6073905,0.8197543,0.110915005,1.0064411,0.038922172,480.20383,[-1.247  0.937 -0.707  0.946 -0.409],1.0108993,100,0.19388072,12200,223.19186,,2.308101
231.17764,,20.07,1.0216311,1136.0484097003937,77434.61,219076,2.112006,-111.67667580299585,88.31285,7.8697586,123,2.8991699e-06,-3.9618607,100.0,4.3700585,0.29958504,0.66253805,1.1115116,0.04677384,506.42615,[-1.245  0.933 -0.706  0.945 -0.398],1.3503402,100,0.23173898,12300,204.94519,,2.6812217
245.61868,,18.8,1.010103,1145.0210661888123,19546.39,220956,1.3015685,-110.82152434207228,87.71899,6.6454086,124,,-3.8258286,100.0,2.5473335,0.41228148,0.3083893,1.0359753,0.039362643,508.27585,[-1.232  0.943 -0.705  0.92  -0.397],1.0931318,100,0.19940767,12400,235.71457,,2.3486745
249.5755,,19.1,1.0365897,1153.938399553299,81709.555,222866,1.4425224,-111.09403513621697,87.95078,5.582634,125,4.653931e-06,-3.4948044,100.0,4.58971,0.33091015,0.6719946,1.0784367,0.04071519,518.49475,[-1.236  0.934 -0.708  0.934 -0.409],1.2400429,100,0.20481013,12500,231.51877,,2.1543715
323.7096,,19.44,1.0304191,1163.3446555137634,362817.84,224810,7.818148,-111.63134256424077,87.97002,8.720779,126,-7.93457e-06,-4.2442703,100.0,10.713522,0.083632566,1.3659167,1.3117069,0.054718446,616.83545,[-1.204  0.936 -0.713  0.944 -0.382],1.8531069,100,0.31096038,12600,233.88791,,2.4032304
266.38977,,18.88,1.0154675,1173.1179537773132,18365.89,226698,1.2277942,-111.16735361984652,87.94747,5.7184143,127,5.8746336e-06,-3.6214523,100.0,2.2672424,0.50874496,0.30003774,1.0630442,0.03954302,519.865,[-1.149  0.907 -0.747  0.983 -0.388],1.0830919,100,0.19980188,12700,246.18745,,2.1808655
300.5915,,18.37,1.0386105,1181.2273306846619,91038.66,228535,2.1795354,-110.929285740183,87.34879,5.7688065,128,-2.1438598e-05,-3.624092,100.0,4.162267,0.21752821,0.6440148,1.0957961,0.043394513,549.94434,[-1.119  0.899 -0.747  0.962 -0.404],1.3216335,100,0.22423986,12800,276.9345,,2.04635
234.94974,,19.16,1.0511249,1190.7007930278778,10129.693,230451,1.0944604,-111.26491469358005,87.93248,4.443596,129,1.0681152e-06,-3.4654007,100.0,1.9008396,0.5890064,0.23212126,1.0237278,0.039211288,493.88974,[-1.09   0.916 -0.726  0.932 -0.38 ],1.0556498,100,0.1964824,12900,228.66296,,2.0507605
279.46027,,18.54,1.0215137,1199.0554254055023,74013.59,232305,1.903664,-110.75154875947047,87.445045,5.0440216,130,3.890991e-06,-4.6379013,100.0,3.6444736,0.11366611,0.5919826,1.0813892,0.042528514,539.5439,[-1.087  0.908 -0.723  0.934 -0.368],1.2570232,100,0.21841314,13000,259.01746,,2.179503
235.54654,,19.6,1.031891,1208.1953983306885,81985.17,234265,2.9724388,-112.04263642305042,88.01206,9.298737,131,5.9509275e-06,-4.6944504,100.0,3.7843006,0.12071675,0.65803766,1.1072878,0.046394367,522.147,[-1.104  0.941 -0.705  0.916 -0.397],1.3612269,100,0.23380622,13100,214.17456,,2.384621
220.98111,,20.25,1.039178,1216.9744052886963,23405.81,236290,1.5547278,-112.33744196810945,88.435455,5.8095016,132,3.0517577e-07,-3.991806,100.0,3.0062454,0.2708865,0.3746662,1.092719,0.043149073,496.77002,[-1.096  0.915 -0.716  0.942 -0.387],1.136612,100,0.21063736,13200,199.34653,,2.2902844
279.98508,,18.67,1.0605164,1225.1270461082458,65904.92,238157,1.4444833,-111.13158190335272,87.67876,6.4082947,133,1.3732911e-06,-3.4488678,100.0,4.6973243,0.18725151,0.5747421,1.0849298,0.04041625,535.78186,[-1.088  0.924 -0.716  0.963 -0.38 ],1.2248313,100,0.20586956,13300,254.52567,,2.1676733
235.2348,,19.08,1.0566384,1234.6040251255035,34282.484,240065,1.4671497,-111.06056750350349,87.83489,5.167328,134,-9.460449e-06,-4.4336624,100.0,2.805711,0.25656453,0.41011435,1.0573328,0.040733155,510.313,[-1.059  0.917 -0.731  0.974 -0.358],1.102508,100,0.2050052,13400,221.75543,,2.0216842
330.82632,,21.19,1.079104,1243.4669649600983,4061488.8,242184,36.252937,-112.71895926664195,88.87936,5.9628677,135,-4.5776366e-07,-3.689804,100.0,52.79702,0.016952474,5.2619348,1.7673278,0.10697639,736.831,[-1.065  0.932 -0.715  0.953 -0.362],8.298288,100,0.7825427,13500,178.8794,,2.4297543
763.0515,,19.06,1.0716562,1255.0768089294434,262169000.0,244090,764.25336,-110.94078552239397,87.757286,5.0347214,136,-9.155273e-07,-3.9387054,100.0,512.0762,0.007836244,48.71515,5.60587,0.3143482,2057.7214,[-0.982  0.948 -0.723  0.915 -0.34 ],26.869001,100,8.198747,13600,220.26038,,2.190181
221.71487,,19.32,1.0597194,1267.756530046463,3878.9404,246022,1.052644,-111.48828520886563,88.19635,5.724228,137,-4.5013426e-06,-3.8482742,100.0,1.4248481,0.66963804,0.14303747,1.020534,0.039168183,488.78406,[-0.984  0.942 -0.792  1.009 -0.347],1.0256592,100,0.19538991,13700,215.014,,2.1675305
255.20123,,19.6,1.0918244,1275.9775650501251,102701.9,247982,2.016831,-111.22945623348646,88.117775,5.5229263,138,6.027222e-06,-5.0019836,100.0,7.4195237,0.18374798,0.73246545,1.1515938,0.04575955,536.7924,[-0.994  0.941 -0.794  1.019 -0.359],1.3041421,100,0.22839165,13800,219.61824,,2.151498
251.36914,,18.3,1.0815781,1285.2041492462158,3346.6025,249812,1.108974,-110.76291891636959,87.35996,7.19265,139,-6.2561035e-06,-3.6476822,100.0,1.7391114,0.57060236,0.12379113,1.0204269,0.03703907,516.7703,[-0.991  0.951 -0.771  0.983 -0.327],1.0156497,100,0.19005248,13900,245.97147,,2.3578258
257.609,,20.28,1.0755701,1293.738272190094,287186.75,251840,3.1437974,-111.70298933791713,88.576004,8.407768,140,-3.7384034e-06,-4.2667236,100.0,11.044075,0.07799669,1.3247392,1.2659787,0.055179786,566.90393,[-0.998  0.962 -0.762  0.981 -0.337],2.2694335,100,0.28072208,14000,192.7164,,2.5810864
256.82504,,18.18,1.0531081,1304.1955363750458,21030.852,253658,1.1728321,-110.12498100306324,87.40482,5.3259277,141,3.0517579e-06,-4.097664,100.0,2.0831943,0.34663498,0.3134428,1.045129,0.03794136,528.2456,[-0.959  0.971 -0.781  0.97  -0.343],1.0949407,100,0.19546233,14100,245.30838,,2.0997026
270.4557,,18.57,1.0714011,1311.8829219341278,116089.234,255515,1.6955504,-110.94016578141104,87.71014,4.9662323,142,3.2806397e-06,-4.457199,100.0,4.374179,0.19071975,0.772085,1.0889548,0.041764557,538.13464,[-0.956  0.959 -0.781  0.977 -0.366],1.4748814,100,0.21446988,14200,250.64493,,2.1564786
346.84644,,18.56,1.0660658,1321.6821029186249,1170423.0,257371,11.470487,-110.30916704508574,87.54558,5.2373505,143,-3.8146973e-07,-3.9899597,100.0,19.571611,0.019041777,2.4946866,1.47256,0.06762863,704.4264,[-0.919  0.967 -0.787  0.972 -0.348],4.526182,100,0.4182105,14300,248.15567,,2.1084158
