Bound,MinD2w0t,EpLenMean,MeanEntropy,TimeElapsed,J_sample_variance,TimestepsSoFar,MaxD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMax,Iteration,InitialReturnMean,InitialReturnMin,ReturnStepMax,MaxIW,MinIW,StdIW,MeanIW,MeanD2w0t,ReturnMeanIW,Weights,EmpiricalD2,EpThisIter,StdD2w0t,EpisodesSoFar,InitialBound,EntropyCoefficient,InitialReturnStd
319.14078,,17.42,0.76078224,2013.5932321548462,178472.64,389736,3.1463284,-109.43476520185266,86.81932,4.949272,216,-4.272461e-06,-3.7780838,100.0,6.639501,0.23442307,0.8491759,1.1382891,0.04508998,600.2694,[-1.328  0.978 -0.628  0.765 -0.654],1.5171611,100,0.24535908,21600,277.80692,,2.303909
4280.441,,19.03,0.7641202,2023.3890964984894,7964683300.0,391639,28511.814,-110.67185095286872,87.741394,5.639015,217,-1.8310546e-06,-3.918991,100.0,2108.4019,0.00013939304,207.22021,21.433432,5.139696,9369.32,[-1.305  0.955 -0.645  0.791 -0.658],1340.0033,100,198.73894,21700,235.5322,,2.3802276
277.9567,,18.22,0.7673703,2036.3585472106934,204804.2,393461,3.0283337,-109.95105427426624,87.36955,7.9764633,218,1.0986329e-05,-3.9669418,100.0,8.656805,0.100920305,0.9969453,1.1424962,0.046592247,572.08044,[-1.248  0.976 -0.69   0.845 -0.655],1.5062679,100,0.24879414,21800,248.1355,,2.5655913
309.82214,,17.65,0.7768045,2045.177628993988,82014.336,395226,1.9960327,-110.02774370630421,86.99823,7.559601,219,6.408691e-06,-4.288063,100.0,4.9134507,0.22187106,0.5991323,1.111647,0.04039943,579.4024,[-1.249  0.989 -0.677  0.815 -0.652],1.3360873,100,0.21387959,21900,274.5661,,2.2858043
316.90808,,17.66,0.77641624,2053.225037574768,124189.78,396992,1.9907782,-109.96344472558823,86.98702,6.505928,220,-5.0354006e-06,-3.7133331,100.0,4.8917212,0.12249288,0.7781596,1.0929564,0.038841102,565.39264,[-1.256  0.982 -0.675  0.831 -0.642],1.4168462,100,0.20453116,22000,298.4693,,2.3763115
299.468,,18.69,0.7669234,2059.851224422455,222134.84,398861,2.28216,-111.16154670527123,87.574936,6.4664307,221,2.5939942e-06,-3.3493042,100.0,5.597768,0.059911672,1.0703253,1.1809378,0.04672617,579.6551,[-1.265  0.958 -0.681  0.822 -0.642],1.9538536,100,0.24383047,22100,256.1765,,2.319734
258.5583,,18.54,0.74267244,2069.186737537384,70404.64,400715,1.8102334,-110.29866234045012,87.54464,6.1988754,222,3.4332274e-06,-3.9732056,100.0,3.7079647,0.06366593,0.5813205,1.0618942,0.042153895,526.12256,[-1.286  0.944 -0.673  0.826 -0.652],1.2722241,100,0.21679251,22200,248.71893,,2.54889
298.57056,,17.78,0.7597525,2077.2429320812225,12448.371,402493,1.1056018,-109.95460157822646,87.0821,4.877716,223,2.4414062e-06,-3.767212,100.0,2.3467247,0.5655321,0.23321632,1.0278845,0.036528893,534.6653,[-1.285  0.935 -0.674  0.843 -0.676],1.0544926,100,0.19026396,22300,289.2608,,2.2318459
344.26892,,18.01,0.76513743,2085.226854801178,938626.1,404294,10.885404,-110.01174499823918,87.16021,6.8908615,224,6.942749e-06,-3.9756088,100.0,16.94845,0.09295109,2.0563195,1.3471415,0.058483995,677.0726,[-1.282  0.933 -0.682  0.844 -0.659],2.207335,100,0.3438974,22400,262.40778,,2.307137
295.89142,,17.95,0.7754396,2095.307160615921,21768.652,406089,1.5195476,-109.78727385432008,87.131096,8.262306,225,-1.2969971e-06,-3.879448,100.0,2.6400905,0.4107524,0.30473417,1.0518352,0.038272835,539.486,[-1.266  0.957 -0.657  0.806 -0.654],1.1008575,100,0.1987521,22500,280.3806,,2.4895875
284.7588,,17.75,0.7838471,2103.650696516037,158008.73,407864,2.4217021,-110.01105280325218,87.058075,7.6597137,226,-2.2125244e-06,-3.7967148,100.0,6.085406,0.25681877,0.8475687,1.1325519,0.04255562,585.6021,[-1.27   0.966 -0.643  0.793 -0.643],1.4977225,100,0.22622637,22600,251.62378,,2.6473956
314.66766,,17.87,0.7770222,2112.413880586624,436010.34,409651,4.3965244,-110.05896775336649,87.0895,6.119133,227,-3.0517579e-06,-3.7555923,100.0,11.883295,0.03566824,1.4036896,1.2397168,0.052461542,633.45374,[-1.259  0.979 -0.641  0.776 -0.635],2.0797966,100,0.29404673,22700,263.56665,,2.1946235
325.0288,,19.05,0.74466944,2121.463382959366,1837153.0,411556,5.099426,-110.50075202580666,87.81143,9.020538,228,1.2207031e-06,-4.4677277,100.0,35.47772,0.036779154,2.9920425,1.3988816,0.05430131,665.86676,[-1.27   0.976 -0.633  0.803 -0.642],1.6697217,100,0.2943591,22800,223.42807,,3.2582312
269.4633,,18.42,0.7573366,2132.3228471279144,47496.21,413398,1.4004995,-110.49997295132376,87.35678,9.136078,229,7.2479247e-06,-4.672638,100.0,2.8934622,0.24335216,0.48245388,1.0610797,0.039461788,530.3929,[-1.271  0.991 -0.604  0.775 -0.674],1.2114152,100,0.20237316,22900,251.45036,,2.623188
230.13239,,18.84,0.74783295,2141.199339389801,1630.5963,415282,1.01837,-110.33123348212337,87.691315,8.510162,230,-6.942749e-06,-4.696869,100.0,1.4149776,0.76977617,0.094241925,1.0083389,0.037822794,492.18234,[-1.281  0.984 -0.602  0.782 -0.662],1.009092,100,0.19115064,23000,227.2873,,2.6354904
243.5184,,18.49,0.73731494,2149.7877430915833,2845.5596,417131,1.0228984,-110.59457596775759,87.47882,8.566551,231,3.2043456e-06,-3.8153992,100.0,1.2460344,0.71062136,0.117482394,1.0082711,0.03717327,504.17245,[-1.287  0.985 -0.6    0.781 -0.671],1.0138161,100,0.18970661,23100,240.83853,,2.5790799
239.4531,,18.84,0.7529191,2157.490416288376,2965.8894,419015,1.0481672,-110.65057691547936,87.6914,7.783478,232,1.3732911e-06,-3.8450928,100.0,1.3336275,0.70067286,0.120206974,1.0169078,0.03809321,497.95975,[-1.285  0.987 -0.601  0.781 -0.682],1.018415,100,0.19251144,23200,233.71243,,2.587928
265.02325,,19.18,0.76236445,2166.257044315338,466528.7,420933,3.5834267,-110.7231272573132,87.898544,9.074821,233,6.866455e-06,-4.044716,100.0,11.326035,0.10463791,1.6325345,1.2331903,0.049508203,576.39874,[-1.283  0.989 -0.598  0.776 -0.666],1.9681653,100,0.2588085,23300,227.54846,,2.6129868
291.5591,,17.65,0.7397353,2176.5543439388275,18260.01,422698,1.2039763,-109.81916961395433,86.97432,6.924011,234,-5.9509275e-06,-3.836792,100.0,2.388932,0.36489815,0.29017383,1.0591435,0.036656935,552.358,[-1.311  0.993 -0.574  0.753 -0.657],1.0719333,100,0.19171356,23400,273.56464,,2.3481994
399.5387,,18.29,0.69704974,2185.1768457889557,19319240.0,424527,93.865326,-109.9601470997419,87.38728,7.6501846,235,6.1035157e-06,-3.9245377,100.0,103.583496,0.0007657601,10.171886,1.9538245,0.15231538,924.33374,[-1.317  0.995 -0.581  0.752 -0.679],18.635174,100,1.5265843,23500,251.23874,,2.3271935
391.7029,,17.58,0.67969877,2196.7107515335083,1336687.6,426285,5.164903,-109.7713117739494,86.890976,7.407089,236,3.2043456e-06,-3.8274765,100.0,22.086487,0.029730754,2.4243279,1.3593185,0.05750962,697.7705,[-1.254  1.019 -0.584  0.727 -0.722],2.3979435,100,0.3311642,23600,300.31152,,2.7780564
325.614,,17.77,0.6767022,2207.905363559723,153765.8,428062,2.8339143,-109.82548079659391,87.014145,9.05909,237,-7.858276e-06,-3.826622,100.0,4.8410044,0.12386382,0.8194745,1.1643015,0.0444825,599.28076,[-1.294  1.04  -0.551  0.722 -0.739],1.5659001,100,0.23995288,23700,279.70514,,2.6145961
460.47876,,17.83,0.65869236,2216.8863937854767,6592353.5,429845,15.442427,-109.80856437302685,87.060265,7.603508,238,-1.9836425e-06,-3.690239,100.0,53.20038,0.0029806944,5.6537614,1.8414272,0.08958182,908.24097,[-1.29   1.05  -0.55   0.702 -0.742],9.506902,100,0.64377445,23800,253.79938,,2.5297205
541.31323,,17.57,0.64375144,2229.5565543174744,9317330.0,431602,20.980583,-109.31549831151295,86.92537,8.989334,239,1.1444092e-05,-4.165619,100.0,64.67057,0.005583451,6.531744,1.89778,0.10025049,949.76294,[-1.35   1.041 -0.532  0.704 -0.76 ],5.1557145,100,0.7838172,23900,281.93875,,2.7855034
292.23083,,17.83,0.6386874,2241.5873165130615,48013.516,433385,1.6875622,-109.32492589512671,87.106895,10.759026,240,-1.2130738e-05,-4.2076263,100.0,3.2230432,0.131704,0.4620935,1.0992911,0.039080787,563.541,[-1.346  1.058 -0.511  0.655 -0.775],1.1934243,100,0.20426525,24000,265.1607,,3.1401472
292.60938,,18.0,0.6525735,2250.0010833740234,5234.6694,435185,1.0763756,-109.55184182895127,87.19068,6.43441,241,-1.1062622e-05,-4.3190384,100.0,1.5917227,0.72305524,0.14972931,1.0153966,0.036509573,518.12866,[-1.332  1.063 -0.508  0.671 -0.78 ],1.0208994,100,0.18893357,24100,287.82736,,2.7003386
298.86517,,17.66,0.63885725,2256.930449962616,5454.257,436951,1.0711781,-109.55235377187843,86.95472,7.8753967,242,3.967285e-06,-3.8345795,100.0,1.5694889,0.6118348,0.15376493,1.0186808,0.035753973,531.98474,[-1.324  1.064 -0.503  0.667 -0.766],1.0244346,100,0.18686986,24200,291.42114,,2.4742382
283.97177,,17.75,0.6536104,2264.5906553268433,353825.97,438726,3.5861206,-109.93421051180796,86.97722,6.9438477,243,-4.4250487e-06,-3.3352203,100.0,10.525361,0.10274162,1.2116742,1.1752911,0.0482847,607.07605,[-1.31   1.064 -0.499  0.661 -0.78 ],1.6701431,100,0.2654589,24300,254.1001,,2.417445
314.13647,,17.21,0.64605707,2274.377957344055,125251.95,440447,2.0936015,-109.20547934590734,86.6991,6.697426,244,-8.621216e-06,-3.8555145,100.0,4.2896385,0.16948938,0.7272281,1.1345091,0.04071799,601.9945,[-1.317  1.072 -0.49   0.632 -0.765],1.4669453,100,0.2193372,24400,273.90167,,2.4567244
9386.494,,17.25,0.511401,2282.9610247612,23955108000.0,442172,28146.068,-109.76590479444543,86.658554,6.472229,245,-7.6293944e-08,-3.2871628,100.0,3295.3743,3.768847e-07,323.59595,33.133934,4.913093,16013.841,[-1.325  1.062 -0.489  0.645 -0.773],1382.7806,100,177.87932,24500,306.76312,,2.2433481
368.77417,,17.52,0.52276635,2296.94483089447,3784136.0,443924,17.527435,-109.24505825585504,86.89535,7.4845047,246,-7.6293945e-06,-3.9557037,100.0,53.754463,0.0037080275,4.124204,1.5686404,0.088613994,789.706,[-1.291  1.091 -0.54   0.679 -0.908],8.432388,100,0.6500306,24600,277.21326,,2.5879042
244.25809,,18.52,0.53132504,2306.5637452602386,32441.795,445776,1.4970365,-109.56578176622753,87.53152,7.3344727,247,7.171631e-06,-4.363693,100.0,3.010323,0.4199127,0.40253854,1.0696348,0.038863648,526.78503,[-1.326  1.075 -0.532  0.689 -0.896],1.1167783,100,0.19845349,24700,227.4985,,2.857456
302.21246,,18.04,0.5353992,2314.840532541275,256698.44,447580,4.738954,-110.22419307468967,87.19987,9.993378,248,-8.392334e-07,-4.8884125,100.0,9.173781,0.114007436,1.1734351,1.1810744,0.043917675,592.1535,[-1.307  1.075 -0.533  0.698 -0.888],1.5604618,100,0.23486273,24800,268.34106,,2.7183192
281.766,,17.7,0.53173834,2322.671808242798,8791.098,449350,1.1101283,-109.4835015259467,87.00089,8.902985,249,-8.392334e-07,-4.2500076,100.0,1.884077,0.55877453,0.20970447,1.0143222,0.035786793,527.3581,[-1.325  1.077 -0.52   0.677 -0.884],1.0425962,100,0.18683077,24900,278.29416,,2.8945777
492.4099,,17.78,0.51926875,2330.969127893448,27063732.0,451128,91.449036,-109.74342453428648,87.041626,8.302139,250,-9.613037e-06,-3.5050964,100.0,115.87671,0.0009927521,10.924777,2.2169685,0.15182957,1108.7046,[-1.322  1.082 -0.521  0.679 -0.887],11.155211,100,1.7878851,25000,266.93692,,2.6107824
281.41895,,17.79,0.5078726,2342.1919276714325,8140.81,452907,1.1034307,-109.67372427045679,87.062775,8.49144,251,7.400513e-06,-4.2246475,100.0,1.7192212,0.54506063,0.18872273,1.0251406,0.03630552,531.0019,[-1.287  1.068 -0.56   0.711 -0.9  ],1.0435423,100,0.18905832,25100,272.042,,2.6501641
318.05615,,17.14,0.48705927,2350.1965107917786,48474.254,454621,2.4636722,-108.58690570627165,86.70749,7.179512,252,4.5013426e-06,-4.0485687,100.0,2.785183,0.105476476,0.44864193,1.0869448,0.037367284,579.28394,[-1.277  1.066 -0.56   0.703 -0.911],1.1908615,100,0.199304,25200,293.49637,,2.3384216
328.51123,,16.94,0.50187457,2358.5989356040955,6505.476,456315,1.134022,-109.2272488433475,86.46997,9.141312,253,3.5858154e-06,-4.068306,100.0,1.7790501,0.6469132,0.15923715,1.0292968,0.034447618,561.3447,[-1.287  1.073 -0.567  0.723 -0.932],1.0286186,100,0.18398732,25300,317.9077,,2.8632302
303.50406,,17.2,0.49700612,2367.7357087135315,11369.5,458035,1.2142153,-109.0929205843343,86.71186,7.850479,254,-1.373291e-05,-4.210739,100.0,2.0166254,0.6006747,0.20865934,1.0299661,0.03546939,551.6746,[-1.28   1.076 -0.562  0.724 -0.917],1.0444798,100,0.18800631,25400,293.8428,,2.73277
308.37808,,17.34,0.4890762,2375.6476969718933,50287.055,459769,1.4375914,-109.18247901308182,86.77561,8.886269,255,-1.1291504e-05,-3.733307,100.0,2.967174,0.17453776,0.47660008,1.0596557,0.036378257,561.20715,[-1.273  1.078 -0.554  0.716 -0.922],1.2035869,100,0.19235018,25500,291.4673,,2.519072
309.4288,,17.52,0.4711864,2384.323385000229,10143.695,461521,1.1184314,-109.32477836824386,86.930534,9.356232,256,5.1879883e-06,-3.9145126,100.0,1.6262653,0.5376502,0.20500973,1.0402111,0.03590965,545.4375,[-1.288  1.069 -0.556  0.711 -0.93 ],1.0395975,100,0.18848869,25600,295.14636,,2.6881652
595.5174,,16.99,0.4175523,2393.460600376129,22447512.0,463220,106.796295,-109.189082018305,86.519775,9.925575,257,-5.722046e-06,-3.4475021,100.0,87.57329,0.00028979423,9.641199,2.2421262,0.1627021,1159.1936,[-1.284  1.064 -0.563  0.71  -0.948],27.053988,100,1.8460723,25700,304.0874,,2.5493755
367.55402,,16.62,0.4199233,2403.5967321395874,92022.91,464882,4.706257,-108.72175036050523,86.30592,9.567558,258,-1.9073486e-06,-4.046524,100.0,3.9986374,0.19097984,0.5929495,1.0785792,0.03726467,597.0951,[-1.368  1.056 -0.559  0.728 -1.001],1.3238289,100,0.2035048,25800,344.24408,,2.6315053
2334.4836,,18.83,0.4082961,2412.936606168747,1922103700.0,466765,2228.2334,-109.50964519715085,87.76231,9.6237335,259,6.1035157e-06,-4.7426834,100.0,1118.9541,1.69154e-06,109.09514,11.56308,2.4073792,4794.5444,[-1.381  1.04  -0.571  0.733 -0.999],631.3353,100,41.805676,25900,222.36774,,3.2447429
278.4164,,17.82,0.3997348,2426.0422792434692,27485.424,468547,1.3198435,-109.89289619874597,87.04111,9.227806,260,6.1035155e-07,-3.849205,100.0,2.3027303,0.3719531,0.34533808,1.0493376,0.037706055,542.3175,[-1.337  1.073 -0.581  0.723 -1.011],1.1169857,100,0.19649726,26000,262.7015,,2.6731052
302.43292,,17.24,0.3993154,2434.9442508220673,70097.84,470271,1.5334424,-109.55179035165006,86.68294,7.2293625,261,2.1362305e-06,-4.828865,100.0,3.493421,0.19502318,0.56162965,1.0869725,0.037086044,577.4704,[-1.337  1.079 -0.579  0.715 -1.019],1.2794042,100,0.1970069,26100,277.75632,,2.3648133
289.11752,,17.31,0.41779667,2442.8010761737823,53431.656,472002,1.3043699,-108.96986156409028,86.79209,8.661835,262,6.1798096e-06,-4.131653,100.0,3.3856134,0.4123826,0.4689084,1.0506904,0.037045885,556.8027,[-1.325  1.082 -0.584  0.72  -1.02 ],1.1666722,100,0.19604592,26200,275.82828,,2.6175241
369.33447,,16.96,0.40916133,2451.624304294586,396923.5,473698,2.6837113,-108.9131905482594,86.52743,8.401047,263,8.087158e-06,-3.882759,100.0,7.9895015,0.048900172,1.3063148,1.2065172,0.0427292,646.483,[-1.323  1.086 -0.587  0.715 -1.001],2.2281206,100,0.23736452,26300,313.11017,,2.6175017
354.60974,,16.57,0.40095878,2460.654684305191,1818.8104,475355,1.0259938,-108.83875756554984,86.2639,8.541504,264,5.41687e-06,-4.319565,100.0,1.1742263,0.71879977,0.08142225,1.0095361,0.03324756,563.80365,[-1.294  1.099 -0.586  0.717 -1.01 ],1.0071092,100,0.17957883,26400,349.90378,,2.4870021
285.256,,17.77,0.39687344,2468.231413602829,14137.275,477132,1.2879932,-109.64275262105775,87.08391,5.4930573,265,8.087158e-06,-3.7737732,100.0,2.3561258,0.5113361,0.2484783,1.0310436,0.036881533,534.0338,[-1.29   1.095 -0.587  0.714 -1.018],1.0589707,100,0.19222988,26500,276.66818,,2.2672849
275.6498,,17.63,0.39182505,2476.992663860321,78054.96,478895,1.4263545,-109.32733421536516,86.9615,8.837067,266,3.8146973e-06,-4.0013046,100.0,3.4852302,0.2599765,0.59524596,1.0708501,0.03837617,556.2684,[-1.286  1.101 -0.58   0.707 -1.022],1.3124123,100,0.2015478,26600,256.75787,,2.6157887
383.93408,,17.11,0.39426804,2485.896866798401,492383.9,480606,7.819608,-109.25582031969549,86.58428,8.379143,267,-9.918213e-07,-3.8472137,100.0,9.30483,0.0336244,1.4854102,1.2600251,0.046167072,664.6237,[-1.274  1.103 -0.587  0.709 -1.027],2.4344168,100,0.2622294,26700,311.81128,,2.7340147
308.37625,,17.04,0.38295218,2495.931179523468,18109.713,482310,1.1401671,-108.81520160665212,86.594864,7.2170944,268,3.8146973e-06,-4.025078,100.0,2.0917058,0.54993725,0.27032822,1.0435145,0.035289034,562.8646,[-1.301  1.084 -0.595  0.714 -1.025],1.0783653,100,0.18793574,26800,294.11047,,2.6536002
304.83646,,17.7,0.36905798,2504.5244076251984,44258.97,484080,1.2822205,-109.33233330266961,87.02971,8.090218,269,2.9754638e-06,-5.334442,100.0,3.0069504,0.3120725,0.4613287,1.0678712,0.037085243,552.54895,[-1.305  1.086 -0.589  0.715 -1.036],1.1904346,100,0.19388092,26900,281.94836,,2.7366176
307.2981,,17.54,0.3588645,2513.9865918159485,22988.959,485834,1.2519866,-109.17815570680919,86.925354,9.608025,270,8.010864e-06,-3.747757,100.0,2.1056736,0.3802334,0.3181379,1.035137,0.03653791,541.8057,[-1.316  1.08  -0.589  0.714 -1.05 ],1.1033574,100,0.19180754,27000,296.24823,,2.9791458
316.4941,,17.65,0.36368692,2522.5302815437317,621882.94,487599,5.546301,-109.61534427312955,86.961586,9.3394165,271,8.31604e-06,-4.719551,100.0,17.50857,0.06429167,1.6285641,1.212745,0.054339122,630.7183,[-1.309  1.084 -0.587  0.708 -1.06 ],2.1847332,100,0.32183945,27100,272.60236,,2.6351888
286.81503,,17.21,0.3589704,2530.7324826717377,3220.0461,489320,1.0839419,-109.19830361026561,86.68387,12.6009445,272,1.8310546e-06,-3.9567795,100.0,1.3375394,0.7136896,0.113841146,1.0143646,0.034707837,543.85516,[-1.308  1.075 -0.591  0.729 -1.055],1.0150118,100,0.18383983,27200,282.27753,,2.693434
327.72314,,17.48,0.3565299,2539.100680589676,548966.4,491068,4.391666,-109.42310478923315,86.87788,7.563652,273,-3.7384034e-06,-3.8472137,100.0,9.761873,0.04973144,1.5920058,1.2213987,0.04822161,634.29675,[-1.313  1.072 -0.594  0.732 -1.06 ],2.372488,100,0.27080226,27300,275.67075,,2.5904672
330.63043,,17.88,0.35647172,2549.3357408046722,289741.22,492856,4.167158,-109.67730583208373,87.09393,7.821022,274,6.8664554e-07,-3.8302307,100.0,7.33434,0.09281917,1.1680534,1.2599835,0.049756486,641.917,[-1.337  1.061 -0.597  0.742 -1.062],2.3587627,100,0.27615982,27400,253.04028,,2.7303882
317.5769,,17.99,0.3549536,2558.7622759342194,113326.03,494655,1.7784036,-109.23356898100137,87.22782,7.279114,275,-6.1035155e-07,-4.5987473,100.0,3.9075031,0.11548235,0.7345862,1.1803316,0.04281108,594.54315,[-1.317  1.069 -0.599  0.732 -1.062],1.5494926,100,0.2242253,27500,267.47797,,2.856004
301.11343,,18.03,0.35129032,2567.5340275764465,93439.35,496458,2.0833828,-109.49901375082902,87.24068,7.914215,276,6.4849855e-06,-4.517372,100.0,5.4323106,0.110416785,0.636641,1.1280015,0.042731382,571.16425,[-1.319  1.064 -0.589  0.732 -1.064],1.4040111,100,0.224763,27600,261.3145,,2.8869653
377.8797,,16.45,0.35513312,2576.731052875519,471785.8,498103,2.5343332,-108.67778090780837,86.16669,7.706642,277,-4.348755e-06,-4.2955246,100.0,11.700125,0.07100769,1.3827608,1.1379056,0.042831913,630.0676,[-1.317  1.072 -0.585  0.72  -1.068],2.1311638,100,0.2408953,27700,350.5633,,2.4100075
280.29633,,17.58,0.3524323,2586.7212386131287,41703.52,499861,1.3364947,-109.80783104467396,86.916565,4.806656,278,4.8065185e-06,-3.831009,100.0,2.801628,0.24459258,0.42413542,1.0315028,0.037232697,540.96063,[-1.308  1.085 -0.59   0.721 -1.064],1.1585093,100,0.19543731,27800,274.04507,,2.043663
340.87048,,16.56,0.34848157,2594.549338579178,18299.51,501517,1.4904639,-108.6568699497921,86.253685,10.158325,279,-4.119873e-06,-4.087143,100.0,2.498084,0.3247881,0.25144154,1.0246323,0.034536783,571.3363,[-1.296  1.085 -0.592  0.714 -1.066],1.0534959,100,0.18684185,27900,334.60907,,2.7050772
559.97974,,16.94,0.34339118,2602.669953584671,29796668.0,503211,185.57822,-109.06818321649915,86.508354,7.6296463,280,9.155273e-07,-4.070839,100.0,121.792534,0.0014268341,11.627248,2.3963568,0.1488598,1210.5577,[-1.296  1.078 -0.601  0.717 -1.07 ],21.96032,100,2.060678,28000,295.13422,,2.6723025
416.70358,,17.09,0.35082865,2614.298582315445,705395.25,504920,9.896949,-108.6698443447753,86.63971,7.4185333,281,7.93457e-06,-4.4834824,100.0,15.415228,0.051864155,1.7154373,1.3502722,0.05203945,713.42523,[-1.337  1.072 -0.58   0.697 -1.076],2.6085498,100,0.31712157,28100,314.91022,,2.571819
289.79465,,17.77,0.3376535,2624.218841314316,142537.8,506697,2.1539292,-109.56370409367695,87.04297,7.3516083,282,2.8991699e-06,-4.8041077,100.0,5.434969,0.12356957,0.7990408,1.0953158,0.04131117,564.79224,[-1.325  1.079 -0.588  0.725 -1.068],1.4726384,100,0.21846741,28200,264.6057,,2.5888116
337.4846,,17.21,0.35611653,2633.7763986587524,109367.94,508418,2.1324987,-108.94956042995247,86.71679,7.018112,283,-4.9591063e-06,-4.642082,100.0,6.4055157,0.1818105,0.66086745,1.141465,0.04066463,607.5727,[-1.347  1.078 -0.587  0.736 -1.081],1.3439914,100,0.21859597,28300,288.64056,,2.738437
259.3408,,18.29,0.35215893,2642.5308175086975,26671.963,510247,1.1814041,-110.31387217465277,87.337364,8.996651,284,-4.196167e-06,-3.643959,100.0,2.0267785,0.2518544,0.36778292,1.0541948,0.03809284,529.6374,[-1.344  1.068 -0.594  0.749 -1.063],1.1541578,100,0.19569701,28400,242.64005,,2.6965842
315.05334,,17.2,0.34718958,2651.5827379226685,16776.33,511967,1.1685696,-109.11592721316475,86.717155,8.028671,285,-2.5177003e-06,-4.020279,100.0,2.5392506,0.52373797,0.2654663,1.0163256,0.0350845,544.2752,[-1.335  1.072 -0.597  0.749 -1.067],1.0642711,100,0.1859449,28500,310.4864,,2.7352698
438.25363,,17.58,0.32289958,2660.0358929634094,2944689.5,513725,10.712204,-109.8010867257234,86.91047,6.219017,286,6.8664554e-07,-3.7062225,100.0,38.678703,0.035881773,4.0947223,1.7501016,0.06678253,860.552,[-1.337  1.068 -0.595  0.743 -1.072],2.5925944,100,0.4462072,28600,283.91287,,2.2606173
369.30862,,17.03,0.33154866,2671.8138978481293,393693.06,515428,2.2969775,-108.68706473233084,86.63192,7.317543,287,2.2888183e-07,-4.9646454,100.0,11.894937,0.1500162,1.3479977,1.2398075,0.042790662,652.66736,[-1.321  1.074 -0.566  0.721 -1.096],1.7065909,100,0.23175472,28700,304.63333,,2.6389875
291.41714,,17.73,0.3249507,2681.0034646987915,24960.89,517201,1.2050103,-109.970205569554,86.98967,7.775612,288,6.408691e-06,-3.734146,100.0,2.1410487,0.2638662,0.3349347,1.038433,0.03705775,541.2785,[-1.333  1.075 -0.554  0.722 -1.087],1.1339097,100,0.19349524,28800,279.5789,,2.368606
312.2237,,17.25,0.3265625,2689.6025335788727,39102.65,518926,1.5731667,-109.2009605926035,86.70061,8.817711,289,-4.4250487e-06,-4.2837677,100.0,3.484118,0.32797024,0.41929218,1.0634934,0.036601823,566.2864,[-1.331  1.08  -0.555  0.72  -1.094],1.1483091,100,0.19403148,28900,294.732,,2.5515273
