VarRet,VarVanillaIw,AvgRet,IterType,J,AvgNormIw,VarNormIw,MinVanillaIw,ESSRenyi,VarJ,AvgEpLen,renyi2,Bound,VarDiscRet,AvgVanillaIw,delta,ESSClassic,MaxVanillaIw,MinNormIw,EpsThisIter,MaxNormIw,VanillaAvgRet,AvgDiscRet,BatchSize,SamplesThisIter
3152.81434199,5.12762e+21,47.6226153213,1,44392.1,6.40484e-07,1.94238e-08,,nan,5151.8,5.76435323957,nan,616.198,3152.81434199,3.29077e+08,0.8,20.9034836073,1.85949e+13,,8674,0.0361913,47.6226153213,47.6226153213,100,50000
5820.44868921,2.35896e+23,54.8937208572,1,43476.1,7.21126e-07,8.84923e-09,,nan,18879.9,6.49013499481,nan,439.321,5820.44868921,3.72323e+09,0.8,16.7713930468,1.06471e+14,,7704,0.0206215,54.8937208572,54.8937208572,100,50000
9754.44022878,7.89887e+22,58.4501550904,1,nan,7.60618e-07,1.47981e-08,,nan,nan,6.84556407448,nan,nan,9754.44022878,1.7573e+09,0.8,20.5207428956,6.63561e+13,,7304,0.0287211,58.4501550904,58.4501550904,100,50000
6072.28719097,5.07388e+24,56.5716733738,1,56366.1,7.39952e-07,5.71169e-08,,nan,11610.6,6.65956313266,nan,795.517,6072.28719097,6.97414e+09,0.8,11.9812276258,7.55335e+14,,7508,0.0801405,56.5716733738,56.5716733738,100,50000
5969.12342708,1.62504e+28,55.2359113201,1,48790.9,7.25079e-07,7.05956e-08,,nan,7644.52,6.52571130253,nan,612.244,5969.12342708,3.4788e+11,0.8,9.998967587,4.7339e+16,,7662,0.0986676,55.2359113201,55.2359113201,100,50000
6955.91569959,5.93416e+19,60.4196629803,1,33609.5,7.82693e-07,6.52159e-08,,nan,16197.1,7.04423781347,nan,786.846,6955.91569959,2.36099e+07,0.8,12.0000027592,2.51359e+12,,7098,0.0833283,60.4196629803,60.4196629803,100,50000
14731.1317929,8.94907e+24,79.7021670552,1,79914.5,9.97049e-07,9.39798e-08,,nan,9226.32,8.97343862168,nan,1018.49,14731.1317929,9.72945e+09,0.8,9.99450155872,9.47139e+14,,5572,0.0970603,79.7021670552,79.7021670552,100,50000
19029.3449836,inf,110.993203192,1,77137.8,1.34452e-06,1.34447e-07,,nan,10023.2,12.1006776379,nan,959.512,19029.3449836,9.47527e+14,0.8,9.99999978943,7.04723e+19,,4132,0.0999987,110.993203192,110.993203192,100,50000
18410.4191919,1.31041e+24,114.86093527,1,81579.2,1.3875e-06,1.1527e-07,,nan,11718.0,12.4875124875,nan,1112.07,18410.4191919,4.6782e+09,0.8,11.9999734004,2.80542e+14,,4004,0.0832057,114.86093527,114.86093527,100,50000
38206.0859701,3.66351e+16,151.999333531,1,nan,1.80024e-06,8.40853e-08,,nan,nan,16.2022034997,nan,nan,38206.0859701,1.18828e+06,0.8,11.7506167361,4.01796e+10,,3086,0.0608719,151.999333531,151.999333531,100,50000
119294.605974,3.45257e+18,300.538692222,1,232850.0,3.45065e-06,1.85396e-07,,nan,12404.9,31.0559006211,nan,1682.94,119294.605974,1.4891e+07,0.8,11.7478809776,2.85714e+11,,1610,0.066208,300.538692222,300.538692222,100,50000
102596.676823,5.48207e+32,242.24488478,1,247391.0,2.80301e-06,1.42607e-07,,nan,14592.2,25.2270433905,nan,1952.73,102596.676823,1.7379e+14,0.8,6.30457532632,3.51156e+18,,1982,0.0566367,242.24488478,242.24488478,100,50000
223431.257641,9.44848e+29,202.274975374,1,356246.0,2.35805e-06,2.20214e-07,,nan,35151.4,21.2224108659,nan,4208.87,223431.257641,4.88439e+12,0.8,9.9917390919,2.00092e+17,,2356,0.0965989,202.274975374,202.274975374,100,50000
157657.005921,inf,202.598246898,1,272958.0,2.36206e-06,1.4347e-07,,nan,21362.3,21.2585034014,nan,3064.06,157657.005921,4.23513e+19,0.8,8.81533689306,1.31202e+24,,2352,0.073175,202.598246898,202.598246898,100,50000
128226.651001,3.43205e+23,219.988840871,1,nan,2.55545e-06,1.33541e-07,,nan,nan,22.9990800368,nan,nan,128226.651001,4.09674e+09,0.8,11.5662172017,1.03865e+14,,2174,0.0647884,219.988840871,219.988840871,100,50000
966623.831738,1.18914e+22,578.575776012,1,610878.0,6.53595e-06,3.52021e-07,,nan,26481.9,58.8235294118,nan,4466.4,966623.831738,1.20127e+09,0.8,11.5517908942,1.20818e+13,,850,0.0657352,578.575776012,578.575776012,100,50000
332906.808318,inf,260.927788456,1,464963.0,3.00951e-06,2.47224e-07,,nan,33091.4,27.0855904659,nan,4277.52,332906.808318,4.50414e+17,0.8,11.9996260473,1.23829e+22,,1846,0.0827384,260.927788456,260.927788456,100,50000
386355.131355,inf,446.306245498,1,534336.0,5.06894e-06,4.1956e-07,,nan,31166.3,45.6204379562,nan,4208.61,386355.131355,2.40911e+16,0.8,9.89116746332,4.30045e+20,,1096,0.0904846,446.306245498,446.306245498,100,50000
736774.101639,inf,662.109234377,1,593910.0,7.46714e-06,5.58505e-07,,nan,24380.5,67.2043010753,nan,4063.48,736774.101639,1.03195e+16,0.8,11.981947366,1.09029e+20,,744,0.0788931,662.109234377,662.109234377,100,50000
244810.526332,inf,593.906228757,1,361381.0,6.70961e-06,5.51286e-07,,nan,10354.0,60.38647343,nan,2361.18,244810.526332,1.7426e+18,0.8,11.9996877087,2.14912e+22,,828,0.0827485,593.906228757,593.906228757,100,50000
998890.614082,5.33073e+22,741.161598436,1,614865.0,8.34168e-06,5.88242e-07,,nan,24089.6,75.0750750751,nan,4466.25,998890.614082,2.51113e+09,0.8,11.9709195529,2.30501e+13,,666,0.0765699,741.161598436,741.161598436,100,50000
606287.236206,inf,734.271049652,1,nan,8.26719e-06,6.88866e-07,,nan,nan,74.4047619048,nan,nan,606287.236206,8.75138e+17,0.8,11.9999991981,8.82137e+21,,672,0.0833331,734.271049652,734.271049652,100,50000
1515449.08775,1.45769e+22,1210.24467212,1,701212.0,1.35501e-05,1.12855e-06,,nan,19005.2,121.951219512,nan,4465.97,1515449.08775,1.53998e+09,0.8,12.0000026346,9.46896e+12,,410,0.0833162,1210.24467212,1210.24467212,100,50000
3944041.01242,2050.78,2225.67625137,1,850362.0,2.48016e-05,7.89139e-09,,nan,12680.3,223.214285714,nan,4693.62,3944041.01242,12.6433,0.8,6.57192683332,1697.77,,224,0.00333041,2225.67625137,2225.67625137,100,50000
1864286.80901,3.1898e+14,715.42130648,1,624064.0,8.05153e-06,9.3093e-08,,nan,36536.6,72.4637681159,nan,4630.5,1864286.80901,471305.0,0.8,7.75198950526,1.33139e+09,,690,0.0227448,715.42130648,715.42130648,100,50000
2446769.86223,4.40488e+11,1068.69576879,1,686156.0,1.19732e-05,5.21747e-07,,nan,22614.0,107.75862069,nan,4620.53,2446769.86223,11001.4,0.8,11.82523434,5.49238e+07,,464,0.0597755,1068.69576879,1068.69576879,100,50000
3241272.03148,1.79125e+08,1160.006594,1,741638.0,1.29803e-05,1.78187e-07,,nan,27927.1,116.822429907,nan,4694.57,3241272.03148,411.551,0.8,11.9965665769,881534.0,,428,0.0278035,1160.006594,1160.006594,100,50000
2068944.80925,6.02199e+13,724.080887961,1,682005.0,8.14597e-06,1.80686e-07,,nan,32300.8,73.3137829912,nan,4664.96,2068944.80925,148714.0,0.8,9.68102734208,7.01921e+08,,682,0.0384486,724.080887961,724.080887961,100,50000
1044323.41091,1.05297e+27,405.596606247,1,557658.0,4.61425e-06,3.74727e-07,,nan,40724.3,41.5282392027,nan,4563.75,1044323.41091,2.44597e+11,0.8,10.0000031081,4.74483e+15,,1204,0.0895099,405.596606247,405.596606247,100,50000
1735915.68141,3.76133e+16,690.978668984,1,616288.0,7.78089e-06,3.79602e-07,,nan,35512.2,70.0280112045,nan,4612.5,1735915.68141,2.44926e+06,0.8,11.9786281927,1.94376e+10,,714,0.0617499,690.978668984,690.978668984,100,50000
1357588.883,1.30988e+18,650.132480653,1,607579.0,7.32923e-06,2.53771e-07,,nan,28017.5,65.963060686,nan,4556.84,1357588.883,1.66515e+07,0.8,11.9544642566,1.05588e+11,,758,0.0464752,650.132480653,650.132480653,100,50000
2591780.48877,2.79496e+10,1159.23673932,1,664410.0,1.29803e-05,1.56016e-07,,nan,28414.2,116.822429907,nan,4618.64,2591780.48877,5493.97,0.8,6.28037018548,9.39277e+06,,428,0.0221917,1159.23673932,1159.23673932,100,50000
2563525.94756,8.25853e+15,1247.51416191,1,727984.0,1.39587e-05,1.01021e-06,,nan,17279.7,125.628140704,nan,4611.12,2563525.94756,1.26209e+06,0.8,11.9332608525,7.00271e+09,,398,0.07745,1247.51416191,1247.51416191,100,50000
2584125.66927,4.58852e+07,1428.21598592,1,741701.0,1.59642e-05,5.81129e-08,,nan,20563.7,143.67816092,nan,4612.4,2584125.66927,448.589,0.8,8.8717194241,272054.0,,348,0.00968177,1428.21598592,1428.21598592,100,50000
2560004.20316,3.58795e+17,1247.6408573,1,691552.0,1.39587e-05,1.15737e-06,,nan,22692.9,125.628140704,nan,4621.27,2560004.20316,7.77196e+06,0.8,12.0037758474,4.62853e+10,,398,0.0831299,1247.6408573,1247.6408573,100,50000
2522071.77491,7.5386e+09,1127.54012306,1,723835.0,1.26263e-05,1.30639e-07,,nan,28200.5,113.636363636,nan,4621.18,2522071.77491,3033.08,0.8,7.82780000377,4.4955e+06,,440,0.0187141,1127.54012306,1127.54012306,100,50000
4385631.85743,2968.7,2544.98833558,1,840269.0,2.83447e-05,2.01555e-08,,nan,12625.1,255.102040816,nan,4694.97,4385631.85743,10.8782,0.8,10.7560572985,2115.5,,196,0.00551222,2544.98833558,2544.98833558,100,50000
3709666.5982,326.5,2802.6611833,1,834957.0,3.1211e-05,6.05277e-09,,nan,13828.0,280.898876404,nan,4687.31,3709666.5982,7.2489,0.8,4.65863838527,253.352,,178,0.00109084,2802.6611833,2802.6611833,100,50000
2402020.68016,3.61465e+16,689.080279787,1,625522.0,7.75916e-06,7.31051e-07,,nan,30504.0,69.8324022346,nan,4659.13,2402020.68016,1.72534e+06,0.8,9.99361749176,2.15776e+10,,716,0.0970383,689.080279787,689.080279787,100,50000
326698.909325,6.17142e+28,135.000689092,1,354682.0,1.61031e-06,1.60939e-07,,nan,58082.8,14.4927536232,nan,4440.27,326698.909325,9.97172e+11,0.8,10.0000006825,6.19072e+16,,3450,0.0999723,135.000689092,135.000689092,100,50000
771559.009304,4.06744e+19,249.601709048,1,508109.0,2.88151e-06,2.14159e-07,,nan,56107.8,25.9336099585,nan,4622.08,771559.009304,3.97112e+07,0.8,11.9999401793,1.08359e+12,,1928,0.0786274,249.601709048,249.601709048,100,50000
1694707.42647,7.16766e+13,638.323881037,1,602908.0,7.19632e-06,7.86756e-08,,nan,28841.1,64.7668393782,nan,4624.88,1694707.42647,217210.0,0.8,9.60475519699,6.12829e+08,,772,0.0203035,638.323881037,638.323881037,100,50000
2750621.13032,3.60184e+09,1046.0525331,1,677481.0,1.17206e-05,9.49405e-08,,nan,26936.9,105.485232068,nan,4629.71,2750621.13032,2282.89,0.8,22.9477769463,2.86044e+06,,474,0.0146858,1046.0525331,1046.0525331,100,50000
3319677.31842,4.67091e+07,1211.38924131,1,nan,1.35501e-05,9.84576e-08,,nan,nan,121.951219512,nan,nan,3319677.31842,295.134,0.8,8.17439164049,383669.0,,410,0.0176149,1211.38924131,1211.38924131,100,50000
2301976.62314,1.02929e+13,829.844283412,1,620684.0,9.3214e-06,5.23548e-07,,nan,28265.8,83.8926174497,nan,4622.28,2301976.62314,41330.7,0.8,10.0022257325,3.29624e+08,,596,0.0743409,829.844283412,829.844283412,100,50000
3202255.04169,5.45511e+07,1083.13364485,1,662452.0,1.213e-05,9.0833e-08,,nan,27317.6,109.170305677,nan,4663.11,3202255.04169,297.264,0.8,11.6910364482,432030.0,,458,0.0176293,1083.13364485,1083.13364485,100,50000
2881324.6075,2.63147e+09,971.545496456,1,663666.0,1.08932e-05,1.16367e-07,,nan,31200.5,98.0392156863,nan,4637.24,2881324.6075,1638.1,0.8,16.0704410462,4.09064e+06,,510,0.0272024,971.545496456,971.545496456,100,50000
2290424.11693,4.81456e+11,1068.71091705,1,nan,1.19732e-05,1.81153e-07,,nan,nan,107.75862069,nan,nan,2290424.11693,19519.4,0.8,9.29117388585,4.84298e+07,,464,0.0297068,1068.71091705,1068.71091705,100,50000
3375969.78413,734.799,3283.94840495,1,848312.0,3.65497e-05,4.10718e-08,,nan,10784.2,328.947368421,nan,4697.58,3375969.78413,4.88873,0.8,6.85657569837,945.595,,152,0.00706957,3283.94840495,3283.94840495,100,50000
4367082.33809,227533.0,1803.97324139,1,768127.0,2.01288e-05,2.07131e-07,,nan,21116.4,181.15942029,nan,4678.18,4367082.33809,21.0968,0.8,11.9561198775,30506.8,,276,0.0291071,1803.97324139,1803.97324139,100,50000
47699.0084778,inf,55.3396427639,1,366979.0,7.25837e-07,2.1956e-08,,nan,78323.5,6.53253200941,nan,4277.77,47699.0084778,8.65264e+14,0.8,10.943182881,5.71561e+19,,7654,0.047946,55.3396427639,55.3396427639,100,50000
16534.4352072,1.03576e+28,76.0621316326,1,79894.9,9.56535e-07,7.9693e-08,,nan,11016.0,8.608815427,nan,892.543,16534.4352072,3.44842e+11,0.8,12.0000034819,3.00393e+16,,5808,0.0833243,76.0621316326,76.0621316326,100,50000
177226.733267,5.64289e+23,265.036423168,1,244786.0,3.05586e-06,1.70134e-07,,nan,25035.9,27.502750275,nan,3122.87,177226.733267,5.56531e+09,0.8,9.44082360223,1.32038e+14,,1818,0.0725011,265.036423168,265.036423168,100,50000
362015.65006,inf,289.057348403,1,390638.0,3.3227e-06,2.47676e-07,,nan,38084.5,29.9043062201,nan,3978.25,362015.65006,6.4128e+17,0.8,11.9581936164,1.5185e+22,,1672,0.0786787,289.057348403,289.057348403,100,50000
555526.189346,inf,338.802217004,1,471315.0,3.87417e-06,3.17548e-07,,nan,37858.4,34.8675034868,nan,4351.35,555526.189346,2.75873e+14,0.8,11.9993961055,5.8851e+18,,1434,0.0826462,338.802217004,338.802217004,100,50000
1379269.94138,7.3724e+17,802.185004955,1,615801.0,9.01876e-06,3.94567e-07,,nan,34395.5,81.1688311688,nan,4482.98,1379269.94138,1.23279e+07,0.8,11.5236974617,8.08881e+10,,616,0.0591754,802.185004955,802.185004955,100,50000
2269601.6973,1.54455e+11,1059.52295923,1,621487.0,1.18708e-05,1.3882e-07,,nan,26764.3,106.837606838,nan,4622.31,2269601.6973,12521.5,0.8,9.76859845013,2.77128e+07,,468,0.0262728,1059.52295923,1059.52295923,100,50000
3395000.88454,6.09421e+06,1900.51490039,1,745379.0,2.12044e-05,6.0897e-07,,nan,19484.6,190.839694656,nan,4620.14,3395000.88454,67.0791,0.8,12.0671067338,154571.0,,262,0.0488616,1900.51490039,1900.51490039,100,50000
3717621.46005,4830.84,1778.54430685,1,708525.0,1.98413e-05,5.68141e-09,,nan,23463.0,178.571428571,nan,4689.42,3717621.46005,18.2959,0.8,4.47220229367,1334.17,,280,0.00144686,1778.54430685,1778.54430685,100,50000
3847681.17913,133698.0,1554.96839756,1,705199.0,1.73611e-05,3.81367e-08,,nan,27630.8,156.25,nan,4695.18,3847681.17913,32.5063,0.8,13.6690106355,20845.6,,320,0.0111333,1554.96839756,1554.96839756,100,50000
3454737.95371,10464.5,1930.1624714,1,745357.0,2.15332e-05,8.91849e-09,,nan,18902.0,193.798449612,nan,4620.18,3454737.95371,23.325,0.8,3.35853739674,2529.64,,258,0.00233531,1930.1624714,1930.1624714,100,50000
3591884.96061,191.683,2970.84326853,1,812884.0,3.30688e-05,5.77041e-09,,nan,13756.2,297.619047619,nan,4690.42,3591884.96061,6.02708,0.8,2.62661424565,196.037,,168,0.00107559,2970.84326853,2970.84326853,100,50000
4200713.77921,1.79399e+09,2653.91596905,1,803218.0,2.95508e-05,1.84218e-06,,nan,15162.1,265.957446809,nan,4695.33,4200713.77921,922.175,0.8,12.0000290117,2.2216e+06,,188,0.0711904,2653.91596905,2653.91596905,100,50000
3754218.47017,3888.58,2042.39211954,1,756230.0,2.27687e-05,8.7542e-09,,nan,20851.3,204.918032787,nan,4689.99,3754218.47017,15.1749,0.8,6.82244767753,2047.55,,244,0.00307218,2042.39211954,2042.39211954,100,50000
4351079.6763,4.74155e+06,2804.03900949,1,819091.0,3.1211e-05,1.20904e-06,,nan,14505.8,280.898876404,nan,4715.38,4351079.6763,61.8084,0.8,11.9997647366,94214.3,,178,0.0475748,2804.03900949,2804.03900949,100,50000
4355222.76381,480.422,2287.69997099,1,771542.0,2.54842e-05,4.27946e-09,,nan,20519.8,229.357798165,nan,4714.54,4355222.76381,8.53863,0.8,4.66122457332,305.816,,218,0.00091273,2287.69997099,2287.69997099,100,50000
3888524.52587,5.49443e+06,1976.94242847,1,739109.0,2.20459e-05,9.89219e-07,,nan,25063.3,198.412698413,nan,4652.65,3888524.52587,51.9568,0.8,11.9999839681,142287.0,,252,0.060374,1976.94242847,1976.94242847,100,50000
4159255.64374,4.71748e+06,2900.87105031,1,817998.0,3.22997e-05,2.05875e-06,,nan,13768.8,290.697674419,nan,4685.86,4159255.64374,48.8936,0.8,12.0002194082,110339.0,,172,0.0728916,2900.87105031,2900.87105031,100,50000
4165738.37056,2478.9,2076.59580034,1,747595.0,2.31481e-05,8.04274e-09,,nan,20255.6,208.333333333,nan,4690.58,4165738.37056,12.8512,0.8,5.94364444729,2074.24,,240,0.0037362,2076.59580034,2076.59580034,100,50000
3832300.34356,7868.71,1916.10662025,1,728868.0,2.13675e-05,2.9146e-08,,nan,23607.1,192.307692308,nan,4662.87,3832300.34356,11.1024,0.8,11.6309126995,4204.39,,260,0.00809171,1916.10662025,1916.10662025,100,50000
3362050.22208,1795.56,2373.66227557,1,781442.0,2.6455e-05,7.17265e-09,,nan,16716.6,238.095238095,nan,4643.55,3362050.22208,13.2363,0.8,4.02371202373,448.043,,210,0.000895488,2373.66227557,2373.66227557,100,50000
3715175.32162,636.442,2493.42192575,1,774235.0,2.77778e-05,1.07195e-08,,nan,16948.4,250.0,nan,4641.76,3715175.32162,6.76847,0.8,7.6544885666,643.732,,200,0.00264188,2493.42192575,2493.42192575,100,50000
2517983.39371,9058.74,2351.19384747,1,768630.0,2.62055e-05,1.29534e-08,,nan,16355.0,235.849056604,nan,4619.29,2517983.39371,21.9146,0.8,4.86797643151,2815.52,,212,0.00336679,2351.19384747,2351.19384747,100,50000
2733025.63331,919.921,2802.24670725,1,785136.0,3.1211e-05,9.39154e-09,,nan,15145.4,280.898876404,nan,4620.75,2733025.63331,9.7682,0.8,2.16573002383,517.586,,178,0.00165377,2802.24670725,2802.24670725,100,50000
4062277.83026,813596.0,2094.17604359,1,733238.0,2.33427e-05,9.19948e-07,,nan,20926.4,210.084033613,nan,4651.67,4062277.83026,21.952,0.8,12.00022155,53874.9,,238,0.057288,2094.17604359,2094.17604359,100,50000
3934790.54936,345.479,2681.8166397,1,781922.0,2.98686e-05,6.52277e-09,,nan,16790.2,268.817204301,nan,4664.82,3934790.54936,6.87399,0.8,4.20987675326,417.921,,186,0.00181593,2681.8166397,2681.8166397,100,50000
3388507.56448,4.60565e+07,2492.89629972,1,778982.0,2.77778e-05,2.14639e-06,,nan,15309.0,250.0,nan,4620.0,3388507.56448,128.673,0.8,10.0001592236,407228.0,,200,0.0879116,2492.89629972,2492.89629972,100,50000
2971935.02738,5439.38,2517.51853412,1,759862.0,2.80584e-05,1.73154e-08,,nan,17447.4,252.525252525,nan,4558.88,2971935.02738,15.7261,0.8,15.5926056457,2032.03,,198,0.00362553,2517.51853412,2517.51853412,100,50000
2710954.19564,74901.5,2970.37535488,1,791782.0,3.30688e-05,3.92007e-07,,nan,14493.3,297.619047619,nan,4663.84,2710954.19564,14.455,0.8,11.9754155881,13685.6,,168,0.0313087,2970.37535488,2970.37535488,100,50000
3063525.20351,148026.0,1765.12989021,1,695102.0,1.97005e-05,2.81181e-08,,nan,24261.9,177.304964539,nan,4634.48,3063525.20351,45.2017,0.8,10.6949840776,19702.1,,282,0.0085869,1765.12989021,1765.12989021,100,50000
4713209.38878,43.4823,2772.32480631,1,773399.0,3.08642e-05,4.76211e-09,,nan,17852.6,277.777777778,nan,4667.95,4713209.38878,2.94925,0.8,2.75626750349,56.5759,,180,0.000592073,2772.32480631,2772.32480631,100,50000
3742332.73032,17188.5,2265.75136229,1,749689.0,2.52525e-05,4.42621e-08,,nan,21214.7,227.272727273,nan,4656.44,3742332.73032,15.7365,0.8,11.5632840266,7103.92,,220,0.0113998,2265.75136229,2265.75136229,100,50000
3553525.17538,2.43683e+08,1857.79568268,1,696991.0,2.07297e-05,1.87024e-06,,nan,24663.8,186.567164179,nan,4580.28,3553525.17538,236.623,0.8,9.99998077358,1.08431e+06,,268,0.0949929,1857.79568268,1857.79568268,100,50000
4093219.01346,20649.5,1961.63975886,1,720675.0,2.18723e-05,3.60671e-08,,nan,23967.7,196.850393701,nan,4694.29,4093219.01346,16.5498,0.8,11.6648443783,8429.19,,254,0.01114,1961.63975886,1961.63975886,100,50000
3669577.15399,35547.3,1647.89979199,1,682105.0,1.83959e-05,1.68598e-08,,nan,26822.7,165.562913907,nan,4670.74,3669577.15399,26.7114,0.8,11.7003664709,11058.2,,302,0.00761567,1647.89979199,1647.89979199,100,50000
2986335.29256,2631.54,2624.5692375,1,759747.0,2.92398e-05,9.31345e-09,,nan,15824.4,263.157894737,nan,4619.51,2986335.29256,15.5426,0.8,2.05103324858,539.664,,190,0.00101525,2624.5692375,2624.5692375,100,50000
