ESSRenyi,SamplesThisIter,Bound,IterType,VarDiscRet,MaxNormIw,eRenyi2,AvgEpLen,MinNormIw,VarRet,MinVanillaIw,ESSClassic,AvgDiscRet,J,EpsThisIter,VanillaAvgRet,VarNormIw,VarVanillaIw,MaxVanillaIw,Delta,AvgNormIw,AvgRet,BatchSize,AvgVanillaIw,VarJ
100.0,50000,41.7269,1,3885.33662006,0.0001221,1.0,6.10500610501,0.0001221,3885.33662006,1.0,8189.99994469,51.0178392758,51.0178,8190,51.0178392758,,,1.0,0.6,0.0001221,51.0178392758,100,1.0,62.3287
100.0,50000,38.1907,1,4147.3438592,0.000120846,1.0,6.04229607251,0.000120846,4147.3438592,1.0,8275.00022496,50.3911541539,50.3912,8275,50.3911541539,8.47135e-22,,1.0,0.6,0.000120846,50.3911541539,100,1.0,64.396
100.0,50000,40.7459,1,3439.46230188,0.00011805,1.0,5.90249085114,0.00011805,3439.46230188,1.0,8471.00056769,48.9932599526,48.9933,8471,48.9932599526,2.11783e-22,,1.0,0.6,0.00011805,48.9932599526,100,1.0,58.6435
100.0,50000,42.4537,1,3544.00435509,0.000118287,1.0,5.91436006624,0.000118287,3544.00435509,1.0,8454.00058426,49.1121392338,49.1122,8454,49.1121392338,2.11783e-22,,1.0,0.6,0.000118287,49.1121392338,100,1.0,59.528
100.0,50000,42.6391,1,3520.18459024,0.000119246,1.0,5.9623181493,0.000119246,3520.18459024,1.0,8386.00037139,49.5915160125,49.5915,8386,49.5915160125,4.76513e-22,,1.0,0.6,0.000119246,49.5915160125,100,1.0,59.3276
100.0,50000,40.9517,1,3579.79524254,0.000117925,1.0,5.89622641509,0.000117925,3579.79524254,1.0,8480.00025845,48.9304740987,48.9305,8480,48.9304740987,,,1.0,0.6,0.000117925,48.9304740987,100,1.0,59.8279
100.0,50000,41.097,1,3483.3484201,0.000117855,1.0,5.89275191514,0.000117855,3483.3484201,1.0,8485.00005197,48.8948163153,48.8948,8485,48.8948163153,,,1.0,0.6,0.000117855,48.8948163153,100,1.0,59.0164
100.0,50000,41.9349,1,3744.28277861,0.000119646,1.0,5.98229241445,0.000119646,3744.28277861,1.0,8358.00031681,49.7908372405,49.7908,8358,49.7908372405,,,1.0,0.6,0.000119646,49.7908372405,100,1.0,61.1869
100.0,50000,40.7602,1,3316.03615436,0.000116754,1.0,5.83771161705,0.000116754,3316.03615436,1.0,8564.99967129,48.3445163,48.3445,8565,48.3445163,4.76512e-22,,1.0,0.6,0.000116754,48.3445163,100,1.0,57.5817
100.0,50000,38.8583,1,3762.99672217,0.000118189,1.0,5.90946696608,0.000118189,3762.99672217,1.0,8460.99967314,49.0633939528,49.0634,8461,49.0633939528,2.11783e-22,,1.0,0.6,0.000118189,49.0633939528,100,1.0,61.3396
100.0,50000,33.7046,1,4082.84117329,0.000118582,1.0,5.92908810625,0.000118582,4082.84117329,1.0,8432.99994443,49.2580605496,49.2581,8433,49.2580605496,2.11783e-22,,1.0,0.6,0.000118582,49.2580605496,100,1.0,63.8933
100.0,50000,41.4697,1,3477.65860463,0.000118835,1.0,5.94177064765,0.000118835,3477.65860463,1.0,8415.00040799,49.3861248902,49.3861,8415,49.3861248902,4.76513e-22,,1.0,0.6,0.000118835,49.3861248902,100,1.0,58.9682
100.0,50000,42.0745,1,3741.49066748,0.000118991,1.0,5.94954783436,0.000118991,3741.49066748,1.0,8404.00016072,49.463663775,49.4637,8404,49.463663775,4.76513e-22,,1.0,0.6,0.000118991,49.463663775,100,1.0,61.1641
100.0,50000,42.4324,1,3628.6624207,0.000118807,1.0,5.94035879767,0.000118807,3628.6624207,1.0,8417.00006184,49.3722250109,49.3722,8417,49.3722250109,2.11783e-22,,1.0,0.6,0.000118807,49.3722250109,100,1.0,60.2348
100.0,50000,34.4784,1,3842.51560013,0.00011812,1.0,5.90597684857,0.00011812,3842.51560013,1.0,8465.99945456,49.0283588062,49.0283,8466,49.0283588062,5.29458e-23,,1.0,0.6,0.00011812,49.0283588062,100,1.0,61.9844
100.0,50000,41.312,1,3886.29907605,0.000119847,1.0,5.99232981783,0.000119847,3886.29907605,1.0,8344.00015383,49.891547011,49.8916,8344,49.891547011,4.76513e-22,,1.0,0.6,0.000119847,49.891547011,100,1.0,62.3365
100.0,50000,39.9351,1,3359.54114863,0.000116496,1.0,5.82479030755,0.000116496,3359.54114863,1.0,8583.99983687,48.2164880614,48.2165,8584,48.2164880614,2.11783e-22,,1.0,0.6,0.000116496,48.2164880614,100,1.0,57.9582
100.0,50000,35.9902,1,3910.21968715,0.00011773,1.0,5.88650812338,0.00011773,3910.21968715,1.0,8493.99934157,48.8336169823,48.8336,8494,48.8336169823,2.11783e-22,,1.0,0.6,0.00011773,48.8336169823,100,1.0,62.5281
100.0,50000,38.2461,1,4219.27565253,0.00011919,1.0,5.95947556615,0.00011919,4219.27565253,1.0,8389.99935225,49.5631926204,49.5632,8390,49.5631926204,5.29459e-23,,1.0,0.6,0.00011919,49.5631926204,100,1.0,64.9521
100.0,50000,37.6923,1,3599.31003216,0.000118554,1.0,5.92768227623,0.000118554,3599.31003216,1.0,8435.00026289,49.2451108558,49.2451,8435,49.2451108558,,,1.0,0.6,0.000118554,49.2451108558,100,1.0,59.9907
100.0,50000,40.667,1,3516.1159356,0.000117883,1.0,5.89414122362,0.000117883,3516.1159356,1.0,8483.00003033,48.9089330899,48.9089,8483,48.9089330899,8.47133e-22,,1.0,0.6,0.000117883,48.9089330899,100,1.0,59.2933
100.0,50000,39.865,1,3755.77843273,0.000120005,1.0,6.0002400096,0.000120005,3755.77843273,1.0,8332.99935489,49.9703822211,49.9704,8333,49.9703822211,2.11784e-22,,1.0,0.6,0.000120005,49.9703822211,100,1.0,61.2807
100.0,50000,37.5531,1,3969.7029269,0.000120438,1.0,6.02191978803,0.000120438,3969.7029269,1.0,8303.00049922,50.1873668035,50.1874,8303,50.1873668035,,,1.0,0.6,0.000120438,50.1873668035,100,1.0,63.0018
100.0,50000,38.5342,1,3783.6829661,0.000118652,1.0,5.93260560038,0.000118652,3783.6829661,1.0,8428.00021237,49.2943465951,49.2944,8428,49.2943465951,,,1.0,0.6,0.000118652,49.2943465951,100,1.0,61.508
100.0,50000,36.2505,1,3565.73473718,0.000116727,1.0,5.8363487802,0.000116727,3565.73473718,1.0,8566.99993668,48.3313232569,48.3313,8567,48.3313232569,,,1.0,0.6,0.000116727,48.3313232569,100,1.0,59.7103
100.0,50000,41.3965,1,3647.71920877,0.000117925,1.0,5.89622641509,0.000117925,3647.71920877,1.0,8480.00025845,48.9307939213,48.9308,8480,48.9307939213,,,1.0,0.6,0.000117925,48.9307939213,100,1.0,60.3928
100.0,50000,38.5497,1,3759.50163849,0.000119076,1.0,5.95379852346,0.000119076,3759.50163849,1.0,8398.00004458,49.506202453,49.5062,8398,49.506202453,2.11783e-22,,1.0,0.6,0.000119076,49.506202453,100,1.0,61.3111
100.0,50000,40.8458,1,3484.40736309,0.000118078,1.0,5.90388475617,0.000118078,3484.40736309,1.0,8469.00029948,49.0060864011,49.0061,8469,49.0060864011,2.11783e-22,,1.0,0.6,0.000118078,49.0060864011,100,1.0,59.0254
100.0,50000,39.0695,1,3430.07391766,0.000115955,1.0,5.79777365492,0.000115955,3430.07391766,1.0,8624.00006603,47.94716413,47.9472,8624,47.94716413,,,1.0,0.6,0.000115955,47.94716413,100,1.0,58.5635
100.0,50000,37.6024,1,3722.29238482,0.000118161,1.0,5.9080704242,0.000118161,3722.29238482,1.0,8462.99948221,49.0492611055,49.0493,8463,49.0492611055,2.11783e-22,,1.0,0.6,0.000118161,49.0492611055,100,1.0,61.007
100.0,50000,35.5337,1,4216.91132114,0.000119303,1.0,5.96516344548,0.000119303,4216.91132114,1.0,8382.0004363,49.61879136,49.6188,8382,49.61879136,4.76513e-22,,1.0,0.6,0.000119303,49.61879136,100,1.0,64.9339
100.0,50000,29.1276,1,4323.99691272,0.000120424,1.0,6.02119460501,0.000120424,4323.99691272,1.0,8303.99938608,50.1797893785,50.1798,8304,50.1797893785,2.11784e-22,,1.0,0.6,0.000120424,50.1797893785,100,1.0,65.7531
100.0,50000,39.8096,1,3552.17852939,0.000118526,1.0,5.92627711272,0.000118526,3552.17852939,1.0,8437.00034429,49.230214226,49.2302,8437,49.230214226,2.11783e-22,,1.0,0.6,0.000118526,49.230214226,100,1.0,59.5966
100.0,50000,41.0678,1,3509.78739305,0.000118554,1.0,5.92768227623,0.000118554,3509.78739305,1.0,8435.00026289,49.2449599599,49.245,8435,49.2449599599,,,1.0,0.6,0.000118554,49.2449599599,100,1.0,59.2399
100.0,50000,41.0214,1,3410.40609616,0.000117316,1.0,5.86579070859,0.000117316,3410.40609616,1.0,8524.00055081,48.6254538424,48.6255,8524,48.6254538424,2.11783e-22,,1.0,0.6,0.000117316,48.6254538424,100,1.0,58.3953
100.0,50000,38.5441,1,3926.22920612,0.000120048,1.0,6.00240096038,0.000120048,3926.22920612,1.0,8329.99939721,49.9921064621,49.9921,8330,49.9921064621,2.11784e-22,,1.0,0.6,0.000120048,49.9921064621,100,1.0,62.6558
100.0,50000,42.3775,1,3376.84815112,0.000118315,1.0,5.91575958353,0.000118315,3376.84815112,1.0,8451.99971116,49.1247552662,49.1247,8452,49.1247552662,2.11783e-22,,1.0,0.6,0.000118315,49.1247552662,100,1.0,58.1072
100.0,50000,35.6418,1,4178.12345476,0.000119147,1.0,5.95734540689,0.000119147,4178.12345476,1.0,8392.99970907,49.5418128543,49.5418,8393,49.5418128543,5.29459e-23,,1.0,0.6,0.000119147,49.5418128543,100,1.0,64.6346
100.0,50000,41.7938,1,3709.2638091,0.000119346,1.0,5.96729920038,0.000119346,3709.2638091,1.0,8378.99950958,49.6410185396,49.641,8379,49.6410185396,2.11784e-22,,1.0,0.6,0.000119346,49.6410185396,100,1.0,60.9001
100.0,50000,37.6602,1,3784.1095521,0.000118483,1.0,5.92417061611,0.000118483,3784.1095521,1.0,8439.99932099,49.2101879094,49.2102,8440,49.2101879094,2.11783e-22,,1.0,0.6,0.000118483,49.2101879094,100,1.0,61.5115
100.0,50000,38.4659,1,3651.58920852,0.000117716,1.0,5.8858151854,0.000117716,3651.58920852,1.0,8494.99943691,48.8267256806,48.8267,8495,48.8267256806,2.11783e-22,,1.0,0.6,0.000117716,48.8267256806,100,1.0,60.4248
100.0,50000,40.9333,1,3439.57722321,0.000117123,1.0,5.85617240572,0.000117123,3439.57722321,1.0,8538.00003127,48.5292884246,48.5293,8538,48.5292884246,2.11783e-22,,1.0,0.6,0.000117123,48.5292884246,100,1.0,58.6445
100.0,50000,40.3975,1,3894.41163104,0.000118638,1.0,5.93190176771,0.000118638,3894.41163104,1.0,8428.99999723,49.2876411918,49.2876,8429,49.2876411918,,,1.0,0.6,0.000118638,49.2876411918,100,1.0,62.4015
100.0,50000,40.5338,1,3418.24126306,0.00011798,1.0,5.89900896649,0.00011798,3418.24126306,1.0,8476.00020542,48.957520708,48.9575,8476,48.957520708,,,1.0,0.6,0.00011798,48.957520708,100,1.0,58.4623
100.0,50000,41.7645,1,3507.57756228,0.00011909,1.0,5.95450756222,0.00011909,3507.57756228,1.0,8396.99981693,49.5133362638,49.5133,8397,49.5133362638,2.11783e-22,,1.0,0.6,0.00011909,49.5133362638,100,1.0,59.2213
100.0,50000,41.3051,1,3655.54386731,0.000119446,1.0,5.97228858098,0.000119446,3655.54386731,1.0,8371.99991421,49.6911498232,49.6912,8372,49.6911498232,2.11784e-22,,1.0,0.6,0.000119446,49.6911498232,100,1.0,60.4575
100.0,50000,41.3055,1,3694.93814716,0.000118106,1.0,5.90527931971,0.000118106,3694.93814716,1.0,8466.99979521,49.0212871381,49.0213,8467,49.0212871381,4.76512e-22,,1.0,0.6,0.000118106,49.0212871381,100,1.0,60.7824
100.0,50000,40.5443,1,3630.92258604,0.000118765,1.0,5.93824228029,0.000118765,3630.92258604,1.0,8419.99979695,49.3507443315,49.3508,8420,49.3507443315,4.76513e-22,,1.0,0.6,0.000118765,49.3507443315,100,1.0,60.2536
100.0,50000,35.2977,1,3311.93534361,0.000116564,1.0,5.82818510316,0.000116564,3311.93534361,1.0,8578.99945388,48.2506300213,48.2506,8579,48.2506300213,2.11783e-22,,1.0,0.6,0.000116564,48.2506300213,100,1.0,57.5461
100.0,50000,42.2206,1,3276.5909811,0.000117606,1.0,5.8802775491,0.000117606,3276.5909811,1.0,8502.99948799,48.771519931,48.7715,8503,48.771519931,,,1.0,0.6,0.000117606,48.771519931,100,1.0,57.2381
100.0,50000,39.3019,1,3666.66594569,0.000119161,1.0,5.95805529075,0.000119161,3666.66594569,1.0,8392.00058158,49.5492355735,49.5492,8392,49.5492355735,5.29459e-23,,1.0,0.6,0.000119161,49.5492355735,100,1.0,60.5494
100.0,50000,39.2673,1,3370.67972222,0.000117343,1.0,5.86716733161,0.000117343,3370.67972222,1.0,8521.99948598,48.6389671019,48.639,8522,48.6389671019,2.11783e-22,,1.0,0.6,0.000117343,48.6389671019,100,1.0,58.0542
100.0,50000,39.3789,1,3620.0005819,0.000116822,1.0,5.84112149533,0.000116822,3620.0005819,1.0,8559.99939834,48.3791042608,48.3791,8560,48.3791042608,,,1.0,0.6,0.000116822,48.3791042608,100,1.0,60.1629
100.0,50000,27.9283,1,4423.02223708,0.00012012,1.0,6.00600600601,0.00012012,4423.02223708,1.0,8324.99965969,50.0277547629,50.0277,8325,50.0277547629,,,1.0,0.6,0.00012012,50.0277547629,100,1.0,66.5018
100.0,50000,41.1719,1,3694.49041563,0.000119161,1.0,5.95805529075,0.000119161,3694.49041563,1.0,8392.00058158,49.547705936,49.5477,8392,49.547705936,5.29459e-23,,1.0,0.6,0.000119161,49.547705936,100,1.0,60.7787
100.0,50000,39.6881,1,3891.66289209,0.000121183,1.0,6.05913717887,0.000121183,3891.66289209,1.0,8251.99942358,50.5591057159,50.5591,8252,50.5591057159,2.11784e-22,,1.0,0.6,0.000121183,50.5591057159,100,1.0,62.3794
100.0,50000,43.6292,1,3354.50420343,0.000118329,1.0,5.91645959058,0.000118329,3354.50420343,1.0,8450.99988733,49.1332522404,49.1332,8451,49.1332522404,,,1.0,0.6,0.000118329,49.1332522404,100,1.0,57.9146
100.0,50000,25.8065,1,4419.62254452,0.000117952,1.0,5.89761736259,0.000117952,4419.62254452,1.0,8477.9996474,48.9447152998,48.9447,8478,48.9447152998,,,1.0,0.6,0.000117952,48.9447152998,100,1.0,66.4763
100.0,50000,36.9485,1,4030.374863,0.000118483,1.0,5.92417061611,0.000118483,4030.374863,1.0,8439.99932099,49.2100248449,49.21,8440,49.2100248449,2.11783e-22,,1.0,0.6,0.000118483,49.2100248449,100,1.0,63.4815
100.0,50000,43.4292,1,3201.2742693,0.000118287,1.0,5.91436006624,0.000118287,3201.2742693,1.0,8454.00058426,49.1107332679,49.1107,8454,49.1107332679,2.11783e-22,,1.0,0.6,0.000118287,49.1107332679,100,1.0,56.5765
100.0,50000,14.877,1,5374.69712234,0.000117883,1.0,5.89414122362,0.000117883,5374.69712234,1.0,8483.00003033,48.9092825121,48.9093,8483,48.9092825121,8.47133e-22,,1.0,0.6,0.000117883,48.9092825121,100,1.0,73.308
100.0,50000,38.4521,1,3667.11923506,0.000118469,1.0,5.92346878332,0.000118469,3667.11923506,1.0,8440.99979591,49.2031840185,49.2032,8441,49.2031840185,2.11783e-22,,1.0,0.6,0.000118469,49.2031840185,100,1.0,60.5531
100.0,50000,40.1944,1,3790.16102609,0.000118008,1.0,5.90040122728,0.000118008,3790.16102609,1.0,8474.00052737,48.9726491168,48.9726,8474,48.9726491168,2.11783e-22,,1.0,0.6,0.000118008,48.9726491168,100,1.0,61.5607
100.0,50000,38.9886,1,3400.36025871,0.000116932,1.0,5.84658559401,0.000116932,3400.36025871,1.0,8551.99931207,48.4344329811,48.4344,8552,48.4344329811,8.47132e-22,,1.0,0.6,0.000116932,48.4344329811,100,1.0,58.3092
100.0,50000,40.3262,1,3260.84529008,0.000117151,1.0,5.85754451734,0.000117151,3260.84529008,1.0,8536.00060747,48.5430792304,48.5431,8536,48.5430792304,8.47132e-22,,1.0,0.6,0.000117151,48.5430792304,100,1.0,57.1005
100.0,50000,38.824,1,3631.31708306,0.000117536,1.0,5.87682181476,0.000117536,3631.31708306,1.0,8507.99954319,48.7364367217,48.7364,8508,48.7364367217,2.11783e-22,,1.0,0.6,0.000117536,48.7364367217,100,1.0,60.2569
100.0,50000,35.1734,1,4232.51704559,0.000121139,1.0,6.05693519079,0.000121139,4232.51704559,1.0,8254.99959516,50.5373249211,50.5373,8255,50.5373249211,8.47136e-22,,1.0,0.6,0.000121139,50.5373249211,100,1.0,65.0539
100.0,50000,40.9558,1,3300.22652377,0.00011755,1.0,5.87751263665,0.00011755,3300.22652377,1.0,8507.00021267,48.7436182871,48.7436,8507,48.7436182871,,,1.0,0.6,0.00011755,48.7436182871,100,1.0,57.4442
100.0,50000,33.8535,1,3915.6262116,0.000118315,1.0,5.91575958353,0.000118315,3915.6262116,1.0,8451.99971116,49.1261455198,49.1261,8452,49.1261455198,2.11783e-22,,1.0,0.6,0.000118315,49.1261455198,100,1.0,62.5713
100.0,50000,36.9548,1,3934.26378279,0.000119289,1.0,5.96445186687,0.000119289,3934.26378279,1.0,8383.00016026,49.6129276237,49.6129,8383,49.6129276237,,,1.0,0.6,0.000119289,49.6129276237,100,1.0,62.7199
100.0,50000,41.3633,1,3594.77153864,0.000117855,1.0,5.89275191514,0.000117855,3594.77153864,1.0,8485.00005197,48.8962122154,48.8962,8485,48.8962122154,,,1.0,0.6,0.000117855,48.8962122154,100,1.0,59.9529
100.0,50000,38.6254,1,3649.0143342,0.000118455,1.0,5.9227671168,0.000118455,3649.0143342,1.0,8442.00021164,49.1962046933,49.1962,8442,49.1962046933,2.11783e-22,,1.0,0.6,0.000118455,49.1962046933,100,1.0,60.4035
100.0,50000,41.7745,1,3298.66449056,0.00011722,1.0,5.86097761107,0.00011722,3298.66449056,1.0,8531.00031774,48.5783107497,48.5783,8531,48.5783107497,2.11783e-22,,1.0,0.6,0.00011722,48.5783107497,100,1.0,57.4306
100.0,50000,38.8844,1,3961.14589315,0.000120207,1.0,6.01033778098,0.000120207,3961.14589315,1.0,8319.0004982,50.0713871715,50.0714,8319,50.0713871715,2.11784e-22,,1.0,0.6,0.000120207,50.0713871715,100,1.0,62.9339
100.0,50000,39.1035,1,3327.4754069,0.000117564,1.0,5.87820362097,0.000117564,3327.4754069,1.0,8505.99941601,48.7494443077,48.7494,8506,48.7494443077,2.11783e-22,,1.0,0.6,0.000117564,48.7494443077,100,1.0,57.6809
100.0,50000,39.1185,1,3974.84184153,0.000119933,1.0,5.99664188055,0.000119933,3974.84184153,1.0,8337.99947736,49.9347807553,49.9348,8338,49.9347807553,4.76513e-22,,1.0,0.6,0.000119933,49.9347807553,100,1.0,63.0426
100.0,50000,40.2513,1,4023.80476204,0.000119674,1.0,5.98372426999,0.000119674,4023.80476204,1.0,8356.00061347,49.8054652075,49.8055,8356,49.8054652075,,,1.0,0.6,0.000119674,49.8054652075,100,1.0,63.4297
100.0,50000,23.8242,1,4222.42784983,0.000118329,1.0,5.91645959058,0.000118329,4222.42784983,1.0,8450.99988733,49.1329157062,49.1329,8451,49.1329157062,,,1.0,0.6,0.000118329,49.1329157062,100,1.0,64.9764
100.0,50000,41.9773,1,3773.72127574,0.000119546,1.0,5.97728631201,0.000119546,3773.72127574,1.0,8365.00018446,49.7410593696,49.7411,8365,49.7410593696,,,1.0,0.6,0.000119546,49.7410593696,100,1.0,61.427
100.0,50000,39.8031,1,4092.00281462,0.000120453,1.0,6.02264514575,0.000120453,4092.00281462,1.0,8302.0001617,50.1941081913,50.1941,8302,50.1941081913,8.47135e-22,,1.0,0.6,0.000120453,50.1941081913,100,1.0,63.9649
100.0,50000,39.5378,1,3865.83780537,0.000119875,1.0,5.99376648286,0.000119875,3865.83780537,1.0,8342.00016806,49.9057405441,49.9057,8342,49.9057405441,4.76513e-22,,1.0,0.6,0.000119875,49.9057405441,100,1.0,62.1721
100.0,50000,40.8996,1,3833.5647113,0.000119147,1.0,5.95734540689,0.000119147,3833.5647113,1.0,8392.99970907,49.5420168444,49.542,8393,49.5420168444,5.29459e-23,,1.0,0.6,0.000119147,49.5420168444,100,1.0,61.9121
100.0,50000,39.7198,1,3547.72466224,0.000118133,1.0,5.90667454223,0.000118133,3547.72466224,1.0,8465.00045877,49.0350572956,49.0351,8465,49.0350572956,,,1.0,0.6,0.000118133,49.0350572956,100,1.0,59.5592
100.0,50000,40.1054,1,3642.59909989,0.000117813,1.0,5.89066918002,0.000117813,3642.59909989,1.0,8488.00034532,48.8753142473,48.8753,8488,48.8753142473,4.76512e-22,,1.0,0.6,0.000117813,48.8753142473,100,1.0,60.3504
100.0,50000,39.8043,1,3484.48096143,0.000117165,1.0,5.85823081429,0.000117165,3484.48096143,1.0,8535.00010282,48.5509436804,48.5509,8535,48.5509436804,2.11783e-22,,1.0,0.6,0.000117165,48.5509436804,100,1.0,59.026
100.0,50000,42.0734,1,3102.01528364,0.00011711,1.0,5.85548659094,0.00011711,3102.01528364,1.0,8539.00036028,48.5223694745,48.5224,8539,48.5223694745,,,1.0,0.6,0.00011711,48.5223694745,100,1.0,55.6925
100.0,50000,38.4201,1,3729.38130663,0.000119574,1.0,5.97871577185,0.000119574,3729.38130663,1.0,8362.99992324,49.755161127,49.7552,8363,49.755161127,8.47134e-22,,1.0,0.6,0.000119574,49.755161127,100,1.0,61.065
100.0,50000,39.913,1,3456.69970684,0.000117398,1.0,5.86992251702,0.000117398,3456.69970684,1.0,8517.99946964,48.6680088963,48.668,8518,48.6680088963,,,1.0,0.6,0.000117398,48.6680088963,100,1.0,58.7903
100.0,50000,40.0448,1,3194.08962696,0.000115594,1.0,5.77967864987,0.000115594,3194.08962696,1.0,8651.0004185,47.7657506841,47.7657,8651,47.7657506841,4.76511e-22,,1.0,0.6,0.000115594,47.7657506841,100,1.0,56.513
100.0,50000,41.1873,1,3563.35252636,0.000117855,1.0,5.89275191514,0.000117855,3563.35252636,1.0,8485.00005197,48.8960154732,48.896,8485,48.8960154732,,,1.0,0.6,0.000117855,48.8960154732,100,1.0,59.6903
100.0,50000,40.3969,1,3548.79078062,0.000119603,1.0,5.98014591556,0.000119603,3548.79078062,1.0,8360.99942297,49.7696132693,49.7696,8361,49.7696132693,4.76513e-22,,1.0,0.6,0.000119603,49.7696132693,100,1.0,59.5682
100.0,50000,38.508,1,3746.38278043,0.000119775,1.0,5.98874116661,0.000119775,3746.38278043,1.0,8348.99976655,49.8553858164,49.8554,8349,49.8553858164,,,1.0,0.6,0.000119775,49.8553858164,100,1.0,61.204
100.0,50000,40.9451,1,3350.10332871,0.000116959,1.0,5.84795321637,0.000116959,3350.10332871,1.0,8550.00011705,48.448788922,48.4488,8550,48.448788922,2.11783e-22,,1.0,0.6,0.000116959,48.448788922,100,1.0,57.8767
100.0,50000,34.8882,1,3739.94294361,0.000118036,1.0,5.90179414542,0.000118036,3739.94294361,1.0,8472.00061326,48.9867230962,48.9867,8472,48.9867230962,8.47133e-22,,1.0,0.6,0.000118036,48.9867230962,100,1.0,61.1515
100.0,50000,36.7485,1,4158.32657793,0.000120236,1.0,6.01178309487,0.000120236,4158.32657793,1.0,8317.00029691,50.0847536692,50.0847,8317,50.0847536692,8.47135e-22,,1.0,0.6,0.000120236,50.0847536692,100,1.0,64.4812
100.0,50000,35.0793,1,4091.00914685,0.000119489,1.0,5.97442944199,0.000119489,4091.00914685,1.0,8368.99998971,49.7121960147,49.7122,8369,49.7121960147,2.11784e-22,,1.0,0.6,0.000119489,49.7121960147,100,1.0,63.9572
100.0,50000,39.8473,1,4222.80545941,0.00012213,1.0,6.10649731314,0.00012213,4222.80545941,1.0,8187.99936489,51.0328211665,51.0328,8188,51.0328211665,2.11784e-22,,1.0,0.6,0.00012213,51.0328211665,100,1.0,64.9792
100.0,50000,16.1721,1,5427.01039407,0.000120019,1.0,6.00096015362,0.000120019,5427.01039407,1.0,8331.99942901,49.9762971928,49.9763,8332,49.9762971928,5.29459e-23,,1.0,0.6,0.000120019,49.9762971928,100,1.0,73.6638
100.0,50000,38.3142,1,3445.59598078,0.000116414,1.0,5.8207217695,0.000116414,3445.59598078,1.0,8590.00035392,48.1764674682,48.1765,8590,48.1764674682,2.11783e-22,,1.0,0.6,0.000116414,48.1764674682,100,1.0,58.6958
100.0,50000,41.4613,1,3981.80555067,0.000120744,1.0,6.03718908476,0.000120744,3981.80555067,1.0,8282.00021397,50.3398219264,50.3398,8282,50.3398219264,2.11784e-22,,1.0,0.6,0.000120744,50.3398219264,100,1.0,63.0978
