AvgNormIw,eRenyi2,VarDiscRet,ESSClassic,J,MaxNormIw,AvgEpLen,AvgVanillaIw,VarVanillaIw,VarRet,VarNormIw,Bound,BatchSize,VarJ,AvgDiscRet,MinNormIw,ESSRenyi,MinVanillaIw,MaxVanillaIw,AvgRet
0.009999999,,35191.85106687147,1.577978187777349,780.95496,0.79086405,49.97,1.0494268,69.38416,147242.931113693,0.0063002254,193.59662,100,765.8992,351.36962250631933,1.3490428e-10,inf,1.4157217e-08,82.99539,489.7134844812192
0.01,4044.7222,19124.94136169306,1.0,866.0186,1.0,134.37,0.039841834,0.15873712,226077.31674947607,0.010000002,591.6476,100,,707.9561112596347,,0.0247235770090532,,3.9841833,1335.3536209531874
0.01,1.010667,0.0012897585527878134,98.9562272251333,865.9813,0.010783851,200.0,1.0025725,0.010709285,0.009967936484828088,1.0654395e-06,865.9508,100,0.035002086,865.9810174220585,0.0058098035,98.94456168129398,0.58247495,1.0811594,1999.8921998310088
0.010000002,1.3212017,0.0008804458936900242,75.22708326143915,865.9895,0.017800119,200.0,0.95488906,0.30330065,0.006422502279557202,3.3263466e-05,865.9602,100,0.030201394,865.9851692400725,6.235544e-05,75.68867142354316,0.0059542526,1.6997138,1999.9055420207978
0.01,413.1274,0.001032515127790759,1.0,866.0176,1.0,200.0,6.1241463e-13,3.7505183e-23,0.008119101949620991,0.010000002,865.95953,100,1.3884987e-12,865.9865378542335,,0.24205607607805923,,6.124146e-11,1999.9075994491577
0.01,1.0010264,0.0013092184824802105,99.86352186916292,865.98065,0.011980135,200.0,1.0046746,0.0013932174,0.010970903512225603,1.3802826e-07,865.9502,100,0.03589241,865.9806132256875,0.009735546,99.89746604172953,0.9781056,1.2036138,1999.8896639060974
0.010000002,1.0003743,0.001111844942194474,99.98370202273668,865.9852,0.010548072,200.0,0.9955676,0.00016297567,0.008950260481473784,1.6442993e-08,865.9572,100,0.033141606,865.9851773306764,0.009909924,99.96258228917264,0.9865999,1.0501319,1999.9046126937867
0.01,676.4991,0.0008553645829738381,1.0009610013332817,866.0181,1.0,200.0,6.4760396e-24,4e-45,0.006734007952615013,0.010000002,865.96216,100,,865.9868130450948,,0.1478198600637455,,6.4760396e-22,1999.9092455768584
0.009999998,,0.0014078808150383047,100.0,865.9833,0.01,200.0,1.0,,0.01235988722515474,3.5044917e-18,865.9833,100,0.037333537,865.983285791043,0.01,inf,1.0,1.0,1999.8972732830048
0.009999998,,0.0011466578197501804,100.0,865.9908,0.01,200.0,1.0,,0.009689665089829512,3.5044917e-18,865.9908,100,0.03369644,865.9908057540988,0.01,inf,1.0,1.0,1999.9180113315583
0.009999998,,3.5549518582646935,100.0,865.7973,0.01,199.88,1.0,,170.41096703352662,3.5044917e-18,865.7973,100,1.8760055,865.7972730896295,0.01,inf,1.0,1.0,1998.6018965801968
0.009999998,,0.001095880804991945,100.0,865.98694,0.01,200.0,1.0,,0.008963742703609763,3.5044917e-18,865.98694,100,0.032938324,865.9869456307927,0.01,inf,1.0,1.0,1999.9096082019805
0.009999998,,0.0012700848971271448,100.0,865.98016,0.01,200.0,1.0,,0.010982697933571334,3.5044917e-18,865.98016,100,0.03545793,865.9801964959725,0.01,inf,1.0,1.0,1999.889649295807
0.009999998,,0.001163991991051019,100.0,865.9822,0.01,200.0,1.0,,0.009196147012151762,3.5044917e-18,865.9822,100,0.03394632,865.982165555662,0.01,inf,1.0,1.0,1999.8966653251648
0.009999998,,0.0015779317466428357,100.0,865.97906,0.01,200.0,1.0,,0.013938496634166063,3.5044917e-18,865.97906,100,0.039522257,865.9791116883523,0.01,inf,1.0,1.0,1999.886211643219
0.009999998,,0.0010000247205416454,100.0,865.9824,0.01,200.0,1.0,,0.007433746596045719,3.5044917e-18,865.9824,100,0.03146549,865.982371649193,0.01,inf,1.0,1.0,1999.89827583313
0.009999998,,0.0010831375063772553,100.0,865.97943,0.01,200.0,1.0,,0.009102786212443799,3.5044917e-18,865.97943,100,0.032745257,865.9794808888774,0.01,inf,1.0,1.0,1999.887079639435
0.009999998,,0.0011132925309500713,100.0,865.9854,0.01,200.0,1.0,,0.009837145901171488,3.5044917e-18,865.9854,100,0.033195075,865.9854483020604,0.01,inf,1.0,1.0,1999.9028522872925
0.009999998,,0.0009216146349528122,100.0,865.9868,0.01,200.0,1.0,,0.007337313634677386,3.5044917e-18,865.9868,100,0.03020519,865.9868530396037,0.01,inf,1.0,1.0,1999.9088079929352
0.009999998,,0.0014319234298819465,100.0,865.98334,0.01,200.0,1.0,,0.012092371353566906,3.5044917e-18,865.98334,100,0.03765037,865.9833632922769,0.01,inf,1.0,1.0,1999.8975545978547
0.009999998,,0.0008034814327460896,100.0,865.99023,0.01,200.0,1.0,,0.00670988602239435,3.5044917e-18,865.99023,100,0.028202517,865.9901944230613,0.01,inf,1.0,1.0,1999.9179581165313
0.009999998,,0.0010918442272585811,100.0,865.982,0.01,200.0,1.0,,0.008719682718255989,3.5044917e-18,865.982,100,0.032877814,865.9819922870681,0.01,inf,1.0,1.0,1999.8966972827911
0.009999998,,0.0010486957696260713,100.0,865.9866,0.01,200.0,1.0,,0.008247964553393562,3.5044917e-18,865.9866,100,0.032219157,865.98654330035,0.01,inf,1.0,1.0,1999.906954126358
0.009999998,,0.0014480790654217853,100.0,865.98193,0.01,200.0,1.0,,0.012705663846256468,3.5044917e-18,865.98193,100,0.03786419,865.9820199248579,0.01,inf,1.0,1.0,1999.893423023224
0.009999998,,0.001061068451554958,100.0,865.9883,0.01,200.0,1.0,,0.0083874185057673,3.5044917e-18,865.9883,100,0.032409348,865.9882406786207,0.01,inf,1.0,1.0,1999.9112662506104
0.009999998,,0.0012645911833004625,100.0,865.97864,0.01,200.0,1.0,,0.010540874531829416,3.5044917e-18,865.97864,100,0.03538356,865.978626244029,0.01,inf,1.0,1.0,1999.8856237602233
0.009999998,,0.0009291061065709402,100.0,865.98615,0.01,200.0,1.0,,0.006942440833688832,3.5044917e-18,865.98615,100,0.030327525,865.9861461887792,0.01,inf,1.0,1.0,1999.9076595401764
0.009999998,,0.0010463229835371117,100.0,865.98517,0.01,200.0,1.0,,0.008661940877225587,3.5044917e-18,865.98517,100,0.032186113,865.9851792208822,0.01,inf,1.0,1.0,1999.9036963272094
0.009999998,,0.001294633456849278,100.0,865.98425,0.01,200.0,1.0,,0.011872024207109876,3.5044917e-18,865.98425,100,0.035801835,865.9842634157986,0.01,inf,1.0,1.0,1999.8968980693817
0.009999998,,0.0011370060989997527,100.0,865.98224,0.01,200.0,1.0,,0.009794698905859581,3.5044917e-18,865.98224,100,0.03355224,865.9822321798489,0.01,inf,1.0,1.0,1999.8948918247222
0.009999998,,0.0010843555701596755,100.0,865.9829,0.01,200.0,1.0,,0.00911313994363754,3.5044917e-18,865.9829,100,0.032765504,865.9829623600707,0.01,inf,1.0,1.0,1999.8982090187073
0.009999998,,0.0010251462580044151,100.0,865.9813,0.01,200.0,1.0,,0.008810614784526407,3.5044917e-18,865.9813,100,0.03185884,865.9812853069136,0.01,inf,1.0,1.0,1999.8925062656403
0.009999998,,0.0011174627246703412,100.0,865.98254,0.01,200.0,1.0,,0.008477419601904974,3.5044917e-18,865.98254,100,0.033265587,865.9825293731301,0.01,inf,1.0,1.0,1999.897128353119
0.009999998,,0.0011123982352831746,100.0,865.98865,0.01,200.0,1.0,,0.010301887787318173,3.5044917e-18,865.98865,100,0.033180762,865.9886941187282,0.01,inf,1.0,1.0,1999.9134832477569
0.009999998,,0.0010274932746263275,100.0,865.9848,0.01,200.0,1.0,,0.008190719621529521,3.5044917e-18,865.9848,100,0.03189247,865.9848159393741,0.01,inf,1.0,1.0,1999.9031878948213
0.009999998,,0.0011902501461043486,100.0,865.9829,0.01,200.0,1.0,,0.010229637603878556,3.5044917e-18,865.9829,100,0.03432959,865.982902290771,0.01,inf,1.0,1.0,1999.8973966312408
0.009999998,,0.0014720008054048802,100.0,865.98035,0.01,200.0,1.0,,0.013310869740659351,3.5044917e-18,865.98035,100,0.038175847,865.9803507833666,0.01,inf,1.0,1.0,1999.888704776764
0.009999998,,0.001338771289651787,100.0,865.9795,0.01,200.0,1.0,,0.013312911438206815,3.5044917e-18,865.9795,100,0.036406986,865.9795434955277,0.01,inf,1.0,1.0,1999.8847981357574
0.009999998,,0.0009254171134149793,100.0,865.9916,0.01,200.0,1.0,,0.00731429522083687,3.5044917e-18,865.9916,100,0.03026669,865.9916353603528,0.01,inf,1.0,1.0,1999.9218157958985
0.009999998,,0.0009333318880635396,100.0,865.989,0.01,200.0,1.0,,0.007720938252160991,3.5044917e-18,865.989,100,0.03039889,865.9889869092877,0.01,inf,1.0,1.0,1999.9148460578917
0.009999998,,0.0009450822493667566,100.0,865.9826,0.01,200.0,1.0,,0.0077530933098526045,3.5044917e-18,865.9826,100,0.030586796,865.982571291268,0.01,inf,1.0,1.0,1999.896148519516
0.009999998,,0.0010812338941259445,100.0,865.9823,0.01,200.0,1.0,,0.008674153272197898,3.5044917e-18,865.9823,100,0.03271577,865.9823668958696,0.01,inf,1.0,1.0,1999.8960788822174
0.009999998,,0.0009956956887540477,100.0,865.98773,0.01,200.0,1.0,,0.007093152514657177,3.5044917e-18,865.98773,100,0.031395037,865.9877364293606,0.01,inf,1.0,1.0,1999.913265247345
0.009999998,,0.0012069654865717143,100.0,865.986,0.01,200.0,1.0,,0.00968687203704043,3.5044917e-18,865.986,100,0.034565613,865.9860521959331,0.01,inf,1.0,1.0,1999.9060921955108
0.009999998,,0.0010890347701326061,100.0,865.9846,0.01,200.0,1.0,,0.009081823489941231,3.5044917e-18,865.9846,100,0.032834724,865.9846427177429,0.01,inf,1.0,1.0,1999.90264503479
0.009999998,,0.0010123972770562715,100.0,865.9847,0.01,200.0,1.0,,0.007621402100270313,3.5044917e-18,865.9847,100,0.031658497,865.9846820904528,0.01,inf,1.0,1.0,1999.9031488609314
0.009999998,,0.0008817491248885413,100.0,865.9878,0.01,200.0,1.0,,0.007112025763223729,3.5044917e-18,865.9878,100,0.02954622,865.9878125202929,0.01,inf,1.0,1.0,1999.9100008106232
0.009999998,,0.0013877288983622552,100.0,865.9766,0.01,200.0,1.0,,0.01194471936493774,3.5044917e-18,865.9766,100,0.037066676,865.9767007142367,0.01,inf,1.0,1.0,1999.8785870075226
0.009999998,,0.0009725565446959196,100.0,865.9849,0.01,200.0,1.0,,0.008216018827103351,3.5044917e-18,865.9849,100,0.031027127,865.9849503245905,0.01,inf,1.0,1.0,1999.9036033248901
0.009999998,,0.0012601846434043338,100.0,865.98285,0.01,200.0,1.0,,0.010771119955092074,3.5044917e-18,865.98285,100,0.035320185,865.9828628297482,0.01,inf,1.0,1.0,1999.8970095729828
0.009999998,,0.0013073705756310734,100.0,865.9804,0.01,200.0,1.0,,0.01144527831777455,3.5044917e-18,865.9804,100,0.03597483,865.9804601287693,0.01,inf,1.0,1.0,1999.8894049072267
0.009999998,,0.0010429500623603239,100.0,865.98865,0.01,200.0,1.0,,0.008318190390834729,3.5044917e-18,865.98865,100,0.0321333,865.9886280803314,0.01,inf,1.0,1.0,1999.9130186843872
0.009999998,,0.000932888244298799,100.0,865.98596,0.01,200.0,1.0,,0.007774018351594,3.5044917e-18,865.98596,100,0.030393766,865.9859921905283,0.01,inf,1.0,1.0,1999.9056681251525
0.009999998,,0.0011624014991628265,100.0,865.9805,0.01,200.0,1.0,,0.00947713582974876,3.5044917e-18,865.9805,100,0.03392393,865.9805836625445,0.01,inf,1.0,1.0,1999.8919059085847
0.009999998,,0.0011056311051788664,100.0,865.98694,0.01,200.0,1.0,,0.00882346235054371,3.5044917e-18,865.98694,100,0.033085927,865.9868774332904,0.01,inf,1.0,1.0,1999.9084830188751
0.009999998,,0.0010278971259775318,100.0,865.9873,0.01,200.0,1.0,,0.007946730670144628,3.5044917e-18,865.9873,100,0.031899553,865.9872692040059,0.01,inf,1.0,1.0,1999.909847345352
0.009999998,,0.0010249684616078225,100.0,865.98456,0.01,200.0,1.0,,0.007755817749296174,3.5044917e-18,865.98456,100,0.03185939,865.9846325775986,0.01,inf,1.0,1.0,1999.9044803619386
0.009999998,,0.001123231855093091,100.0,865.9869,0.01,200.0,1.0,,0.008565858151207912,3.5044917e-18,865.9869,100,0.03334633,865.9868694765663,0.01,inf,1.0,1.0,1999.910220413208
0.009999998,,0.0009089509057454168,100.0,865.9883,0.01,200.0,1.0,,0.006866948060544588,3.5044917e-18,865.9883,100,0.029996939,865.9883246916991,0.01,inf,1.0,1.0,1999.913456363678
0.009999998,,0.0011565919593186046,100.0,865.9832,0.01,200.0,1.0,,0.009994593985264954,3.5044917e-18,865.9832,100,0.033838835,865.9832657253205,0.01,inf,1.0,1.0,1999.898409280777
0.009999998,,0.0011400440855460637,100.0,865.98016,0.01,200.0,1.0,,0.00927423096168755,3.5044917e-18,865.98016,100,0.033594515,865.9802043847058,0.01,inf,1.0,1.0,1999.8914493846894
0.009999998,,0.0010183019968418576,100.0,865.98553,0.01,200.0,1.0,,0.007874548866345112,3.5044917e-18,865.98553,100,0.03174903,865.9855217800234,0.01,inf,1.0,1.0,1999.905567111969
0.009999998,,0.0012366556746233625,100.0,865.9833,0.01,200.0,1.0,,0.00919974033089354,3.5044917e-18,865.9833,100,0.034992114,865.9832799548702,0.01,inf,1.0,1.0,1999.9012420749664
0.009999998,,0.0009312307221820984,100.0,865.98413,0.01,200.0,1.0,,0.007546229303392319,3.5044917e-18,865.98413,100,0.030364133,865.984142146201,0.01,inf,1.0,1.0,1999.9011476898193
0.009999998,,0.0010803988990704368,100.0,865.9868,0.01,200.0,1.0,,0.01016159368388725,3.5044917e-18,865.9868,100,0.03270224,865.9868915047259,0.01,inf,1.0,1.0,1999.9079239368439
0.009999998,,0.0013744961433722674,100.0,865.9835,0.01,200.0,1.0,,0.012462167598335353,3.5044917e-18,865.9835,100,0.036887497,865.9835680353542,0.01,inf,1.0,1.0,1999.8970790481567
0.009999998,,0.0010397442544245912,100.0,865.98615,0.01,200.0,1.0,,0.008449741175563574,3.5044917e-18,865.98615,100,0.032082397,865.98618842302,0.01,inf,1.0,1.0,1999.906279706955
0.009999998,,0.0011200443942345466,100.0,865.98474,0.01,200.0,1.0,,0.008751783902964713,3.5044917e-18,865.98474,100,0.033299975,865.9847425836465,0.01,inf,1.0,1.0,1999.9028122711181
0.009999998,,0.001123239863980689,100.0,865.9799,0.01,200.0,1.0,,0.009080400175027644,3.5044917e-18,865.9799,100,0.033345964,865.9799088176295,0.01,inf,1.0,1.0,1999.8889565181732
0.009999998,,0.0012192099658184968,100.0,865.9834,0.01,200.0,1.0,,0.009822735917323647,3.5044917e-18,865.9834,100,0.034741517,865.983374198226,0.01,inf,1.0,1.0,1999.8989228439332
0.009999998,,0.001148521364142535,100.0,865.9805,0.01,200.0,1.0,,0.009210317961804578,3.5044917e-18,865.9805,100,0.033717614,865.9805555198708,0.01,inf,1.0,1.0,1999.891498441696
0.009999998,,0.0010037925350558582,100.0,865.9861,0.01,200.0,1.0,,0.009919359604169916,3.5044917e-18,865.9861,100,0.031523578,865.9860986654763,0.01,inf,1.0,1.0,1999.904415912628
0.009999998,,0.0012786770159814024,100.0,865.98486,0.01,200.0,1.0,,0.010575178994421452,3.5044917e-18,865.98486,100,0.03558571,865.984836661779,0.01,inf,1.0,1.0,1999.9025080013275
0.009999998,,0.0019559569689123263,100.0,865.98145,0.01,200.0,1.0,,0.01841912928990606,3.5044917e-18,865.98145,100,0.0440069,865.9814630061472,0.01,inf,1.0,1.0,1999.8929782676696
0.009999998,,0.0015533173991021303,100.0,865.9819,0.01,200.0,1.0,,0.013958605933519795,3.5044917e-18,865.9819,100,0.03921551,865.981907280532,0.01,inf,1.0,1.0,1999.8938636016846
0.009999998,,0.0010561422501892443,100.0,865.98663,0.01,200.0,1.0,,0.008371455686335112,3.5044917e-18,865.98663,100,0.032335848,865.9866437732294,0.01,inf,1.0,1.0,1999.908224849701
0.009999998,,0.0008370863996714187,100.0,865.98755,0.01,200.0,1.0,,0.006465391338773256,3.5044917e-18,865.98755,100,0.028788261,865.987506960605,0.01,inf,1.0,1.0,1999.911434879303
0.009999998,,0.0010495313688410307,100.0,865.9839,0.01,200.0,1.0,,0.008980597359728434,3.5044917e-18,865.9839,100,0.032234196,865.983833167635,0.01,inf,1.0,1.0,1999.8996826076507
0.009999998,,0.0011318590320298374,100.0,865.9846,0.01,200.0,1.0,,0.0092897855207076,3.5044917e-18,865.9846,100,0.033471,865.984600459965,0.01,inf,1.0,1.0,1999.9008614063264
0.009999998,,0.0009908739512701095,100.0,865.98737,0.01,200.0,1.0,,0.008190469646286128,3.5044917e-18,865.98737,100,0.03131922,865.9874118902973,0.01,inf,1.0,1.0,1999.9097269248962
0.009999998,,0.0013743193738062892,100.0,865.9845,0.01,200.0,1.0,,0.011150807394908339,3.5044917e-18,865.9845,100,0.036887668,865.9845494637594,0.01,inf,1.0,1.0,1999.9021875
0.009999998,,0.0010385111140317604,100.0,865.9837,0.01,200.0,1.0,,0.00959132179914616,3.5044917e-18,865.9837,100,0.03206527,865.9837139949605,0.01,inf,1.0,1.0,1999.8991207313538
0.009999998,,58.790636835222074,100.0,865.2193,0.01,199.56,1.0,,2025.467531578838,3.5044917e-18,865.2193,100,7.6290708,865.2192670412545,0.01,inf,1.0,1.0,1995.4061187171287
0.009999998,,0.0012020324768297795,100.0,865.98126,0.01,200.0,1.0,,0.009747083042363896,3.5044917e-18,865.98126,100,0.034497302,865.9812779549026,0.01,inf,1.0,1.0,1999.8941834640502
0.009999998,,0.0014559743757917491,100.0,865.97815,0.01,200.0,1.0,,0.012768383669226844,3.5044917e-18,865.97815,100,0.03796424,865.9780786671507,0.01,inf,1.0,1.0,1999.8823124027251
0.009999998,,0.0011649921304626577,100.0,865.98315,0.01,200.0,1.0,,0.009916650605738243,3.5044917e-18,865.98315,100,0.033964284,865.9831616254119,0.01,inf,1.0,1.0,1999.897970609665
0.009999998,,0.0010439889569755748,100.0,865.9835,0.01,200.0,1.0,,0.008441153422779252,3.5044917e-18,865.9835,100,0.03214939,865.9835391698217,0.01,inf,1.0,1.0,1999.8990965557098
0.009999998,,0.0011247602124985015,100.0,865.98956,0.01,200.0,1.0,,0.010263649357064588,3.5044917e-18,865.98956,100,0.033367272,865.9895097330834,0.01,inf,1.0,1.0,1999.9152258586882
0.009999998,,0.0010505046262866853,100.0,865.98474,0.01,200.0,1.0,,0.008328835532518845,3.5044917e-18,865.98474,100,0.032247275,865.9847617127431,0.01,inf,1.0,1.0,1999.90286693573
0.009999998,,0.0009381090343535993,100.0,865.9842,0.01,200.0,1.0,,0.007599649722487259,3.5044917e-18,865.9842,100,0.03047635,865.9842677785549,0.01,inf,1.0,1.0,1999.900479660034
0.009999998,,0.0009913916289480146,100.0,865.9882,0.01,200.0,1.0,,0.008251793333970409,3.5044917e-18,865.9882,100,0.031327575,865.9882543414346,0.01,inf,1.0,1.0,1999.9117871379851
0.009999998,,0.0009664856384222863,100.0,865.9874,0.01,200.0,1.0,,0.008062364576796122,3.5044917e-18,865.9874,100,0.030931957,865.9874456573207,0.01,inf,1.0,1.0,1999.9096404743195
0.009999998,,0.0015006052580453884,100.0,865.98254,0.01,200.0,1.0,,0.013435310610623887,3.5044917e-18,865.98254,100,0.038544044,865.9826279238728,0.01,inf,1.0,1.0,1999.8954813194275
0.009999998,,0.0009167931148528607,100.0,865.9847,0.01,200.0,1.0,,0.006943560848789772,3.5044917e-18,865.9847,100,0.030128516,865.9847542655774,0.01,inf,1.0,1.0,1999.904575481415
0.009999998,,0.0012311097000806532,100.0,865.9842,0.01,200.0,1.0,,0.010121338809920031,3.5044917e-18,865.9842,100,0.034913346,865.9842068026691,0.01,inf,1.0,1.0,1999.9009515857697
0.009999998,,0.0010350333037873213,100.0,865.98474,0.01,200.0,1.0,,0.00841275589462724,3.5044917e-18,865.98474,100,0.032009855,865.984766686595,0.01,inf,1.0,1.0,1999.9021684741974
0.009999998,,0.001470962431146342,100.0,865.9813,0.01,200.0,1.0,,0.013810951123055984,3.5044917e-18,865.9813,100,0.03815891,865.981353767554,0.01,inf,1.0,1.0,1999.8903567504883
0.009999998,,0.0013413488859788016,100.0,865.9806,0.01,200.0,1.0,,0.011057962493261695,3.5044917e-18,865.9806,100,0.03644254,865.9805587912076,0.01,inf,1.0,1.0,1999.889763431549
0.009999998,,0.0012428863033725548,100.0,865.9873,0.01,200.0,1.0,,0.010933710066939252,3.5044917e-18,865.9873,100,0.035078496,865.9873377479095,0.01,inf,1.0,1.0,1999.9091385746003
0.009999998,,0.0011326081013694636,100.0,865.9825,0.01,200.0,1.0,,0.009236314669398706,3.5044917e-18,865.9825,100,0.033484988,865.982496566135,0.01,inf,1.0,1.0,1999.895767507553
