Bound,VarJ,VarDiscRet,AvgNormIw,MaxNormIw,MinNormIw,Delta,BatchSize,VarVanillaIw,AvgRet,VarRet,ESSClassic,AvgDiscRet,EpsThisIter,VanillaAvgRet,ESSRenyi,J,AvgVanillaIw,eRenyi2,IterType,AvgEpLen,VarNormIw,MaxVanillaIw,MinVanillaIw
4894.886,0.095626526,0.0082935946572195,0.0024999997,0.0025,0.0025,0.85,500,,4999.912063812094,0.0082935946572195,400.0,4999.912063812094,100,4999.912063812094,500.0,4999.907,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.975,0.09414812,0.007829873662423497,0.002,0.0020020064,0.0019942997,0.85,500,2.350414e-07,4999.9127504069875,0.007829873662423497,499.9997910043861,4999.9127504069875,100,4999.9127504069875,499.9989867230923,4999.9087,1.000016,1.000002,1,500.0,9.401379e-13,1.0010192,0.9971658
4789.8687,0.082009725,0.006792406850990481,0.009999998,0.01,0.01,0.85,500,,4999.910516958421,0.006792406850990481,100.0,4999.910516958421,100,4999.910516958421,500.0,4999.9106,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.386,0.081613064,0.0066538553577234535,0.0049999994,0.005,0.005,0.85,500,,4999.906242933506,0.0066538553577234535,200.00000010221265,4999.906242933506,100,4999.906242933506,500.0,4999.908,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6387,0.09428196,0.013428180533042051,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.899508945892,0.013428180533042051,299.999969473632,4999.899508945892,100,4999.899508945892,500.0,4999.9062,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8857,0.09334547,0.008256625520445123,0.0024999997,0.0025,0.0025,0.85,500,,4999.909135790264,0.008256625520445123,400.0,4999.909135790264,100,4999.909135790264,500.0,4999.9067,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9746,0.09086869,0.0065602727627540325,0.002,0.002005212,0.0019857737,0.85,500,1.4768e-06,4999.910498229715,0.0065602727627540325,499.9992824740555,4999.910498229715,100,4999.910498229715,499.99952316329654,4999.908,1.0000039,1.000001,1,500.0,5.9071606e-12,1.00261,0.99289083
4789.851,0.15309635,0.023678990704412477,0.009999998,0.01,0.01,0.85,500,,4999.892903715269,0.023678990704412477,100.0,4999.892903715269,100,4999.892903715269,500.0,4999.893,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3784,0.1424264,0.017190508989025396,0.0049999994,0.005,0.005,0.85,500,,4999.907922609723,0.017190508989025396,200.00000010221265,4999.907922609723,100,4999.907922609723,500.0,4999.9004,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6333,0.1316008,0.011499176330722284,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.9010789424665,0.011499176330722284,299.999969473632,4999.9010789424665,100,4999.9010789424665,500.0,4999.901,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.881,0.12496381,0.010584920055956347,0.0024999997,0.0025,0.0025,0.85,500,,4999.906656365136,0.010584920055956347,400.0,4999.906656365136,100,4999.906656365136,500.0,4999.902,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9688,0.12119967,0.011807187057654751,0.002,0.0020043505,0.0019762109,0.85,500,3.5791907e-06,4999.900071995498,0.011807187057654751,499.99816306639485,4999.900071995498,100,4999.900071995498,499.99803305446017,4999.9023,0.9999772,1.0000039,1,500.0,1.4317418e-11,1.0021524,0.9880828
4789.8496,0.11006541,0.012237347883688668,0.009999998,0.01,0.01,0.85,500,,4999.891576155235,0.012237347883688668,100.0,4999.891576155235,100,4999.891576155235,500.0,4999.8916,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3774,0.10401093,0.009488467039571074,0.0049999994,0.005,0.005,0.85,500,,4999.907837698931,0.009488467039571074,200.00000010221265,4999.907837698931,100,4999.907837698931,500.0,4999.8994,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.637,0.10896749,0.013948919121460408,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.915752800484,0.013948919121460408,299.999969473632,4999.915752800484,100,4999.915752800484,500.0,4999.905,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.886,0.10282349,0.006683776702776531,0.0024999997,0.0025,0.0025,0.85,500,,4999.913303475131,0.006683776702776531,400.0,4999.913303475131,100,4999.913303475131,500.0,4999.907,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9697,0.108494036,0.0164026641116357,0.002,0.00200216,0.0019911758,0.85,500,5.2376146e-07,4999.883853548179,0.0164026641116357,499.99978880816474,4999.883853548179,100,4999.883853548179,499.9989271186962,4999.9033,0.99995226,1.0000021,1,500.0,2.095235e-12,1.0010322,0.99554044
4789.8604,0.16923493,0.02892478906815847,0.009999998,0.01,0.01,0.85,500,,4999.902072044444,0.02892478906815847,100.0,4999.902072044444,100,4999.902072044444,500.0,4999.9023,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3755,0.15118554,0.017209857520609564,0.0049999994,0.005,0.005,0.85,500,,4999.893686110882,0.017209857520609564,200.00000010221265,4999.893686110882,100,4999.893686110882,500.0,4999.8975,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.629,0.13673456,0.010462132875618159,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.892819432494,0.010462132875618159,299.999969473632,4999.892819432494,100,4999.892819432494,500.0,4999.8965,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.88,0.12552913,0.0067275566806802006,0.0024999997,0.0025,0.0025,0.85,500,,4999.915590163718,0.0067275566806802006,400.0,4999.915590163718,100,4999.915590163718,500.0,4999.901,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.968,0.118879005,0.00770985078592733,0.0020000003,0.002,0.002,0.85,500,,4999.900089748079,0.00770985078592733,500.00000664260017,4999.900089748079,100,4999.900089748079,500.0,4999.9014,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.879,0.08327953,0.007002488481289933,0.009999998,0.01,0.01,0.85,500,,4999.921267381684,0.007002488481289933,100.0,4999.921267381684,100,4999.921267381684,500.0,4999.921,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3906,0.1026839,0.014138112644802713,0.0049999994,0.005,0.005,0.85,500,,4999.903903133286,0.014138112644802713,200.00000010221265,4999.903903133286,100,4999.903903133286,500.0,4999.9126,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6426,0.09880101,0.00824532561139376,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.905647094335,0.00824532561139376,299.999969473632,4999.905647094335,100,4999.905647094335,500.0,4999.91,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4887.7866,141.8251,80658.65512277298,0.0024999997,0.0025,0.0025,0.85,500,,4971.500212561927,80658.65512277298,400.0,4971.500212561927,100,4971.500212561927,500.0,4992.8076,1.0,1.0,2,497.17,5.434597e-20,1.0,1.0
4904.233,17.696323,0.008820304577194358,0.002,0.0023384402,0.0002784473,0.85,500,0.020876266,4999.905809655702,0.008820304577194358,489.7960988969412,4999.905809655702,100,4999.905809655702,490.02651021848527,4999.1177,1.0000396,1.020353,1,500.0,8.349845e-08,1.1692663,0.13922915
4789.884,0.06931413,0.004854027147728675,0.009999998,0.01,0.01,0.85,500,,4999.9259387379025,0.004854027147728675,100.0,4999.9259387379025,100,4999.9259387379025,500.0,4999.926,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4842.89,120.03908,28963.42332832127,0.0049999994,0.005,0.005,0.85,500,,4982.898989756893,28963.42332832127,200.00000010221265,4982.898989756893,100,4982.898989756893,500.0,4991.412,1.0,1.0,2,498.31,2.179301e-19,1.0,1.0
4872.9775,98.0933,0.009399984108881538,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.908934511027,0.009399984108881538,299.999969473632,4999.908934511027,100,4999.908934511027,500.0,4994.245,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4890.6377,84.986595,0.009138105655161313,0.0024999997,0.0025,0.0025,0.85,500,,4999.89987774057,0.009138105655161313,400.0,4999.89987774057,100,4999.89987774057,500.0,4995.6587,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4904.2114,23.3957,0.009681899408451518,0.002,0.002369869,0.0006145415,0.85,500,0.01465746,4999.900335109228,0.009681899408451518,492.80985941808314,4999.900335109228,100,4999.900335109228,492.40935669631125,4998.866,1.0013062,1.0154153,1,500.0,5.847697e-08,1.1864823,0.3076721
4789.881,0.07663017,0.0059317667854841575,0.009999998,0.01,0.01,0.85,500,,4999.922798934964,0.0059317667854841575,100.0,4999.922798934964,100,4999.922798934964,500.0,4999.923,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.396,0.08089513,0.007244128355588745,0.0049999994,0.005,0.005,0.85,500,,4999.913438998718,0.007244128355588745,200.00000010221265,4999.913438998718,100,4999.913438998718,500.0,4999.918,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6475,0.08376616,0.00797763359704577,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.908281462989,0.00797763359704577,299.999969473632,4999.908281462989,100,4999.908281462989,500.0,4999.915,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.895,0.08208992,0.0059355118343627595,0.0024999997,0.0025,0.0025,0.85,500,,4999.921221979808,0.0059355118343627595,400.0,4999.921221979808,100,4999.921221979808,500.0,4999.916,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.981,0.08849163,0.012168294904719925,0.0020000003,0.002,0.002,0.85,500,,4999.902716058569,0.012168294904719925,500.00000664260017,4999.902716058569,100,4999.902716058569,500.0,4999.9146,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.838,0.13981912,0.019743399281973852,0.009999998,0.01,0.01,0.85,500,,4999.8797678349665,0.019743399281973852,100.0,4999.8797678349665,100,4999.8797678349665,500.0,4999.88,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3745,0.12401185,0.01076161232917608,0.0049999994,0.005,0.005,0.85,500,,4999.912818599782,0.01076161232917608,200.00000010221265,4999.912818599782,100,4999.912818599782,500.0,4999.8965,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6167,0.14208332,0.02926539726511057,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.860992226713,0.02926539726511057,299.999969473632,4999.860992226713,100,4999.860992226713,500.0,4999.8843,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8677,0.13341096,0.010508841638753742,0.0024999997,0.0025,0.0025,0.85,500,,4999.9020809598305,0.010508841638753742,400.0,4999.9020809598305,100,4999.9020809598305,500.0,4999.8887,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9595,0.12589605,0.007896784868184308,0.0019999999,0.0020008173,0.001997836,0.85,500,7.785908e-08,4999.9083734487795,0.007896784868184308,499.99997190052306,4999.9083734487795,100,4999.9083734487795,500.0,4999.893,0.99997324,1.0,1,500.0,3.1145114e-13,1.000382,0.99889123
4789.8574,0.108402036,0.01187523785302387,0.009999998,0.01,0.01,0.85,500,,4999.899545151726,0.01187523785302387,100.0,4999.899545151726,100,4999.899545151726,500.0,4999.8994,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3843,0.097987056,0.0074428866855828085,0.0049999994,0.005,0.005,0.85,500,,4999.912627576911,0.0074428866855828085,200.00000010221265,4999.912627576911,100,4999.912627576911,500.0,4999.9062,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6396,0.096382365,0.008747153450869464,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.907804808515,0.008747153450869464,299.999969473632,4999.907804808515,100,4999.907804808515,500.0,4999.907,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.888,0.09782507,0.010458777642758696,0.0024999997,0.0025,0.0025,0.85,500,,4999.914874017841,0.010458777642758696,400.0,4999.914874017841,100,4999.914874017841,500.0,4999.909,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9775,0.097617865,0.00940735736928041,0.0020000003,0.002,0.002,0.85,500,,4999.916914343756,0.00940735736928041,500.00000664260017,4999.916914343756,100,4999.916914343756,500.0,4999.911,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.876,0.07626022,0.005877330510338383,0.009999998,0.01,0.01,0.85,500,,4999.918089741595,0.005877330510338383,100.0,4999.918089741595,100,4999.918089741595,500.0,4999.918,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3765,0.11322533,0.019266256202367823,0.0049999994,0.005,0.005,0.85,500,,4999.879306754152,0.019266256202367823,200.00000010221265,4999.879306754152,100,4999.879306754152,500.0,4999.8984,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.634,0.109219916,0.010218233907607238,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.905707289996,0.010218233907607238,299.999969473632,4999.905707289996,100,4999.905707289996,500.0,4999.9014,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8804,0.11184811,0.014393269361231253,0.0024999997,0.0025,0.0025,0.85,500,,4999.900885358613,0.014393269361231253,400.0,4999.900885358613,100,4999.900885358613,500.0,4999.9014,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.974,0.10597368,0.005446893501394667,0.0019999999,0.002000528,0.001998587,0.85,500,3.0782374e-08,4999.931522294424,0.005446893501394667,499.99998762838675,4999.931522294424,100,4999.931522294424,500.0,4999.9077,1.0000031,1.0,1,500.0,1.2312887e-13,1.000267,0.99929655
4789.873,0.08365134,0.007070095844176861,0.009999998,0.01,0.01,0.85,500,,4999.915303538023,0.007070095844176861,100.0,4999.915303538023,100,4999.915303538023,500.0,4999.915,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.396,0.08204556,0.0065126904603567265,0.0049999994,0.005,0.005,0.85,500,,4999.921047002685,0.0065126904603567265,200.00000010221265,4999.921047002685,100,4999.921047002685,500.0,4999.918,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.641,0.098208465,0.015091459642274032,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.889855148588,0.015091459642274032,299.999969473632,4999.889855148588,100,4999.889855148588,500.0,4999.9087,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.888,0.09667409,0.008528307928111609,0.0024999997,0.0025,0.0025,0.85,500,,4999.912101705349,0.008528307928111609,400.0,4999.912101705349,100,4999.912101705349,500.0,4999.909,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.977,0.09754558,0.01029169643642986,0.0020000003,0.002,0.002,0.85,500,,4999.910741138395,0.01029169643642986,500.00000664260017,4999.910741138395,100,4999.910741138395,500.0,4999.9106,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.86,0.10052107,0.010203126024078224,0.009999998,0.01,0.01,0.85,500,,4999.901954862554,0.010203126024078224,100.0,4999.901954862554,100,4999.901954862554,500.0,4999.902,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.39,0.09102363,0.006329648042990354,0.0049999994,0.005,0.005,0.85,500,,4999.92202525759,0.006329648042990354,200.00000010221265,4999.92202525759,100,4999.92202525759,500.0,4999.912,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6377,0.11080546,0.020218406813582127,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.892873421143,0.020218406813582127,299.999969473632,4999.892873421143,100,4999.892873421143,500.0,4999.9053,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.888,0.1070189,0.008899372603524821,0.0024999997,0.0025,0.0025,0.85,500,,4999.920815487495,0.008899372603524821,400.0,4999.920815487495,100,4999.920815487495,500.0,4999.909,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9756,0.10317062,0.00758663548747372,0.0020000003,0.0020036127,0.0019914138,0.85,500,9.146641e-07,4999.9050010490355,0.00758663548747372,499.9995819198847,4999.9050010490355,100,4999.9050010490355,499.99958276783474,4999.909,0.9999663,1.0000008,1,500.0,3.6589056e-12,1.0017726,0.99567336
4789.891,0.07172283,0.00519305315682092,0.009999998,0.01,0.01,0.85,500,,4999.933214126467,0.00519305315682092,100.0,4999.933214126467,100,4999.933214126467,500.0,4999.933,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.399,0.078163885,0.006838517362689279,0.0049999994,0.005,0.005,0.85,500,,4999.908576170213,0.006838517362689279,200.00000010221265,4999.908576170213,100,4999.908576170213,500.0,4999.921,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.647,0.085182555,0.00939922937962406,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.901809137563,0.00939922937962406,299.999969473632,4999.901809137563,100,4999.901809137563,500.0,4999.9146,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8906,0.090402186,0.01094052577257683,0.0024999997,0.0025,0.0025,0.85,500,,4999.903509492198,0.01094052577257683,400.0,4999.903509492198,100,4999.903509492198,500.0,4999.9116,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.976,0.09133525,0.008907846213026049,0.0020000003,0.002,0.002,0.85,500,,4999.896037695359,0.008907846213026049,500.00000664260017,4999.896037695359,100,4999.896037695359,500.0,4999.9097,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.863,0.09611708,0.009330249062668619,0.009999998,0.01,0.01,0.85,500,,4999.904372995284,0.009330249062668619,100.0,4999.904372995284,100,4999.904372995284,500.0,4999.905,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.386,0.096326604,0.009382049976059294,0.0049999994,0.005,0.005,0.85,500,,4999.912369762944,0.009382049976059294,200.00000010221265,4999.912369762944,100,4999.912369762944,500.0,4999.908,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6396,0.09602619,0.009183520528442188,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.90336843355,0.009183520528442188,299.999969473632,4999.90336843355,100,4999.90336843355,500.0,4999.907,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.886,0.09689156,0.009990869197978623,0.0024999997,0.0025,0.0025,0.85,500,,4999.908778354095,0.009990869197978623,400.0,4999.908778354095,100,4999.908778354095,500.0,4999.907,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9717,0.09644066,0.008889456005634625,0.0020000003,0.002,0.002,0.85,500,,4999.893666091696,0.008889456005634625,500.00000664260017,4999.893666091696,100,4999.893666091696,500.0,4999.9053,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8506,0.2105353,0.04477062305744396,0.009999998,0.01,0.01,0.85,500,,4999.892583080548,0.04477062305744396,100.0,4999.892583080548,100,4999.892583080548,500.0,4999.8926,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3813,0.1630189,0.008689612752936192,0.0049999994,0.005,0.005,0.85,500,,4999.913589608495,0.008689612752936192,200.00000010221265,4999.913589608495,100,4999.913589608495,500.0,4999.9033,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6367,0.14688227,0.011688608700175084,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.905454065458,0.011688608700175084,299.999969473632,4999.905454065458,100,4999.905454065458,500.0,4999.9043,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.886,0.13275464,0.005688714835709603,0.0024999997,0.0025,0.0025,0.85,500,,4999.91762907683,0.005688714835709603,400.0,4999.91762907683,100,4999.91762907683,500.0,4999.907,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.973,0.12808265,0.011614842776478665,0.0020000003,0.002,0.002,0.85,500,,4999.901318278026,0.011614842776478665,500.00000664260017,4999.901318278026,100,4999.901318278026,500.0,4999.9067,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.858,0.104764655,0.011085282814470904,0.009999998,0.01,0.01,0.85,500,,4999.899998249847,0.011085282814470904,100.0,4999.899998249847,100,4999.899998249847,500.0,4999.9,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.384,0.09462009,0.006935103821058249,0.0049999994,0.005,0.005,0.85,500,,4999.911331029684,0.006935103821058249,200.00000010221265,4999.911331029684,100,4999.911331029684,500.0,4999.906,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.637,0.095522396,0.009561207074779064,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.903483914209,0.009561207074779064,299.999969473632,4999.903483914209,100,4999.903483914209,500.0,4999.905,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.883,0.096984506,0.01032382723154038,0.0024999997,0.0025,0.0025,0.85,500,,4999.899005754333,0.01032382723154038,400.0,4999.899005754333,100,4999.899005754333,500.0,4999.904,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9756,0.09431375,0.00649759661117532,0.0020000003,0.002,0.002,0.85,500,,4999.92616638415,0.00649759661117532,500.00000664260017,4999.92616638415,100,4999.92616638415,500.0,4999.909,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8633,0.093005456,0.008735936982337432,0.009999998,0.01,0.01,0.85,500,,4999.905112746465,0.008735936982337432,100.0,4999.905112746465,100,4999.905112746465,500.0,4999.9053,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.387,0.09455977,0.009292679582697659,0.0049999994,0.005,0.005,0.85,500,,4999.913208186848,0.009292679582697659,200.00000010221265,4999.913208186848,100,4999.913208186848,500.0,4999.909,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.637,0.09338657,0.008237989713573772,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.895351716882,0.008237989713573772,299.999969473632,4999.895351716882,100,4999.895351716882,500.0,4999.905,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.883,0.09933037,0.013420684605372862,0.0024999997,0.0025,0.0025,0.85,500,,4999.900305593231,0.013420684605372862,400.0,4999.900305593231,100,4999.900305593231,500.0,4999.904,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.974,0.09788539,0.00832079067492531,0.0020000003,0.002,0.002,0.85,500,,4999.919263216891,0.00832079067492531,500.00000664260017,4999.919263216891,100,4999.919263216891,500.0,4999.9077,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8765,0.07884464,0.006281689468186344,0.009999998,0.01,0.01,0.85,500,,4999.918486515924,0.006281689468186344,100.0,4999.918486515924,100,4999.918486515924,500.0,4999.9185,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3916,0.08144286,0.0070677115258348635,0.0049999994,0.005,0.005,0.85,500,,4999.90867945384,0.0070677115258348635,200.00000010221265,4999.90867945384,100,4999.90867945384,500.0,4999.9136,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6465,0.07989883,0.005943076271905064,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.914553356464,0.005943076271905064,299.999969473632,4999.914553356464,100,4999.914553356464,500.0,4999.914,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.894,0.0795668,0.00621797791652554,0.0024999997,0.0025,0.0025,0.85,500,,4999.918662712245,0.00621797791652554,400.0,4999.918662712245,100,4999.918662712245,500.0,4999.915,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.979,0.08490429,0.010674858873742967,0.0020000003,0.002,0.002,0.85,500,,4999.901127222524,0.010674858873742967,500.00000664260017,4999.901127222524,100,4999.901127222524,500.0,4999.9126,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8647,0.09528253,0.009170046583232526,0.009999998,0.01,0.01,0.85,500,,4999.906169303659,0.009170046583232526,100.0,4999.906169303659,100,4999.906169303659,500.0,4999.9067,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.387,0.088830896,0.00675536331553274,0.0049999994,0.005,0.005,0.85,500,,4999.91267134575,0.00675536331553274,200.00000010221265,4999.91267134575,100,4999.91267134575,500.0,4999.909,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6343,0.104248464,0.016642232868843348,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.88664628892,0.016642232868843348,299.999969473632,4999.88664628892,100,4999.88664628892,500.0,4999.902,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
