Bound,MaxNormIw,delta,MaxVanillaIw,ESSRenyi,BatchSize,AvgRet,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarJ,AvgNormIw,renyi2,AvgDiscRet,MinNormIw,VarDiscRet,ESSClassic,J,SamplesThisIter,AvgVanillaIw,VarVanillaIw,AvgEpLen,VarRet,VarNormIw,IterType
4595.01,0.000678124,0.7,52.5813,nan,100,3516.69130037,142,,3516.69130037,12630.9,3.91236e-05,nan,3516.69130037,,3609483.30629,2.88343940605,831621.0,50000,3.03362,29.4663,352.112676056,3609483.30629,4.90095e-09,1
4634.67,0.00871543,0.7,501.453,nan,100,3467.70260936,144,,3467.70260936,13876.6,3.85802e-05,nan,3467.70260936,,5046205.75903,11.1644005596,837600.0,50000,2.21976,132.472,347.222222222,5046205.75903,4.00167e-08,1
4627.79,0.000309417,0.7,13.6656,nan,100,4095.7807333,122,,4095.7807333,9110.71,4.55373e-05,nan,4095.7807333,,2254872.38711,4.94624405701,863707.0,50000,2.01119,6.6372,409.836065574,2254872.38711,3.40262e-09,1
4627.76,0.0564636,0.7,13282.1,nan,100,3160.31569839,158,,3160.31569839,13520.9,3.51617e-05,nan,3160.31569839,,4206319.98983,10.0079139663,826106.0,50000,8.2712,62023.8,316.455696203,4206319.98983,1.12089e-06,1
4627.61,0.0007804,0.7,57.7484,nan,100,3420.8924735,146,2.52639e-28,3420.8924735,12775.6,3.80518e-05,nan,3420.8924735,3.41412e-33,3667604.30695,3.15417024585,831884.0,50000,2.81577,21.2652,342.465753425,3667604.30695,3.88352e-09,1
4627.82,0.000617132,0.7,64.1761,nan,100,3200.95951183,156,,3200.95951183,13436.1,3.56125e-05,nan,3200.95951183,,3669528.96394,6.0606439288,822131.0,50000,3.70338,47.5112,320.512820513,3669528.96394,4.39345e-09,1
4671.86,5.62708e-05,0.7,1.01292,nan,100,4999.14071293,100,0.992642,4999.14071293,3.50079,5.55556e-05,nan,4999.14071293,5.51445e-05,0.0689438396321,0.556392945545,899846.0,50000,1.00004,1.20917e-06,500.0,0.0689438396321,3.73171e-15,1
4623.19,0.000241293,0.7,7.97404,nan,100,4461.36423408,112,2.47147e-10,4461.36423408,5693.38,4.96032e-05,nan,4461.36423408,7.47864e-15,813848.792295,2.98096080512,875519.0,50000,1.63924,2.89498,446.428571429,813848.792295,2.65081e-09,1
4626.82,0.00212262,0.7,212.764,nan,100,3160.31096172,158,,3160.31096172,14524.1,3.51617e-05,nan,3160.31096172,,4453975.72157,6.10777779216,820304.0,50000,3.52449,60.763,316.455696203,4453975.72157,6.04766e-09,1
4653.62,0.000152501,0.7,3.86248,nan,100,4543.81142581,110,2.11691e-09,4543.81142581,6261.88,5.05051e-05,nan,4543.81142581,8.35813e-14,1153821.54148,2.43999940999,881287.0,50000,1.27917,0.950207,454.545454545,1153821.54148,1.48126e-09,1
4637.61,0.000424646,0.7,14.4805,nan,100,4094.84977484,122,9.55962e-33,4094.84977484,8827.64,4.55373e-05,nan,4094.84977484,2.80339e-37,2883769.46729,3.21778661825,869058.0,50000,1.55283,2.75567,409.836065574,2883769.46729,2.3698e-09,1
4629.65,0.0831655,0.7,2.55039e+06,nan,100,3420.92022765,146,,3420.92022765,13194.4,3.80517e-05,nan,3420.92022765,,4280478.61757,12.0000528059,833808.0,50000,1166.91,2.96884e+09,342.465753425,4280478.61757,3.15689e-06,1
4595.02,0.000404802,0.7,24.1056,nan,100,4094.80492715,122,,4094.80492715,6573.4,4.55373e-05,nan,4094.80492715,,1098458.33547,4.0310692346,864982.0,50000,2.71171,18.6281,409.836065574,1098458.33547,5.25311e-09,1
4628.86,0.0731347,0.7,552051.0,nan,100,3420.84072907,146,1.16426e-29,3420.84072907,13396.9,3.80518e-05,nan,3420.84072907,1.54239e-36,4476208.16085,10.0000808869,834909.0,50000,287.23,1.28126e+08,342.465753425,4476208.16085,2.24867e-06,1
4645.87,0.000288522,0.7,10.1055,nan,100,4028.67674749,124,1.03599e-19,4028.67674749,10871.2,4.48029e-05,nan,4028.67674749,2.95786e-24,3068391.89008,3.289830812,858057.0,50000,1.56922,2.72481,403.225806452,3068391.89008,2.22117e-09,1
4662.08,0.000190451,0.7,4.25982,nan,100,4462.44068128,112,2.79659e-06,4462.44068128,9522.65,4.96032e-05,nan,4462.44068128,1.25032e-10,2326314.69813,1.9657687476,876002.0,50000,1.10947,0.393839,446.428571429,2326314.69813,7.87236e-10,1
4649.95,0.000237921,0.7,8.54873,nan,100,4029.68482331,124,9.95482e-23,4029.68482331,10983.0,4.48029e-05,nan,4029.68482331,2.77054e-27,2788551.34686,2.48764143737,854491.0,50000,1.60981,2.69268,403.225806452,2788551.34686,2.08567e-09,1
4627.35,0.0682515,0.7,20611.9,nan,100,3242.6353734,154,,3242.6353734,14871.4,3.6075e-05,nan,3242.6353734,,4099430.10126,10.0075162562,815266.0,50000,10.8946,153210.0,324.675324675,4099430.10126,1.67986e-06,1
4653.74,0.000168741,0.7,4.33076,nan,100,4543.79862881,110,2.82076e-06,4543.79862881,7969.75,5.05051e-05,nan,4543.79862881,1.09906e-10,1708905.41831,2.75328148232,879741.0,50000,1.29622,0.790036,454.545454545,1708905.41831,1.19939e-09,1
4599.13,0.00100103,0.7,93.4116,nan,100,3515.89651321,142,,3515.89651321,12841.4,3.91236e-05,nan,3515.89651321,,3328871.70208,5.12019788913,825440.0,50000,3.65085,49.2115,352.112676056,3328871.70208,5.6514e-09,1
4653.68,0.000290716,0.7,10.9802,nan,100,4164.33150365,120,3.62476e-21,4164.33150365,9103.57,4.62963e-05,nan,4164.33150365,9.59705e-26,2455572.81234,5.09466786424,867555.0,50000,1.74859,3.2609,416.666666667,2455572.81234,2.28588e-09,1
4646.53,0.069946,0.7,59451.3,nan,100,2742.19694423,182,,2742.19694423,17675.2,3.0525e-05,nan,2742.19694423,,5630096.18919,12.0063752092,788863.0,50000,25.945,1.29483e+06,274.725274725,5630096.18919,1.79233e-06,1
4665.14,0.000175849,0.7,4.04667,nan,100,4462.52367285,112,4.9412e-07,4462.52367285,9370.04,4.96032e-05,nan,4462.52367285,2.14721e-11,2357882.78624,1.85265367147,877105.0,50000,1.14148,0.423638,446.428571429,2357882.78624,7.99978e-10,1
4647.41,0.000808334,0.7,29.8704,nan,100,4095.86072087,122,,4095.86072087,10439.1,4.55373e-05,nan,4095.86072087,,2480316.192,4.11802546556,857421.0,50000,1.68275,3.83708,409.836065574,2480316.192,2.80996e-09,1
4653.33,0.000348634,0.7,16.5926,nan,100,3843.21231379,130,1.71968e-31,3843.21231379,12922.0,4.2735e-05,nan,3843.21231379,3.61329e-36,3481861.50019,3.51484091568,841686.0,50000,2.0339,5.82349,384.615384615,3481861.50019,2.57094e-09,1
4627.78,0.001447,0.7,87.5593,nan,100,3728.20271706,134,,3728.20271706,11535.2,4.14594e-05,nan,3728.20271706,,3271571.65804,4.08655092534,847363.0,50000,2.50875,16.5629,373.134328358,3271571.65804,4.52341e-09,1
4622.9,0.000378629,0.7,17.3751,nan,100,4028.66569599,124,1.74573e-20,4028.66569599,9995.44,4.48029e-05,nan,4028.66569599,3.80421e-25,2440647.81889,2.3127337051,853773.0,50000,2.05598,6.42706,403.225806452,2440647.81889,3.05202e-09,1
4653.36,0.00269552,0.7,105.027,nan,100,4164.35471933,120,1.75109e-19,4164.35471933,11242.7,4.62963e-05,nan,4164.35471933,4.49418e-24,2879249.33083,19.9777780195,859832.0,50000,1.80386,12.4363,416.666666667,2879249.33083,8.19173e-09,1
4627.6,0.0306213,0.7,3992.41,nan,100,3420.89519287,146,,3420.89519287,13361.1,3.80517e-05,nan,3420.89519287,,3700488.44532,11.9886693837,825532.0,50000,4.96119,7291.89,342.465753425,3700488.44532,4.28961e-07,1
4649.93,0.000223175,0.7,6.01464,nan,100,4462.46305083,112,4.67236e-11,4462.46305083,6428.78,4.96032e-05,nan,4462.46305083,1.7337e-15,1209413.45923,3.63090178941,878516.0,50000,1.33682,1.22825,446.428571429,1209413.45923,1.69107e-09,1
4627.89,0.000491972,0.7,31.3775,nan,100,3784.73661431,132,,3784.73661431,10744.9,4.20875e-05,nan,3784.73661431,,2765369.77951,9.63682600581,847140.0,50000,2.68431,17.4153,378.787878788,2765369.77951,4.28128e-09,1
4671.87,5.57798e-05,0.7,1.00404,nan,100,4999.14743193,100,0.991433,4999.14743193,1.97022,5.55556e-05,nan,4999.14743193,5.50792e-05,0.0218054876212,0.556257648014,899847.0,50000,1.00001,5.76908e-07,500.0,0.0218054876212,1.78055e-15,1
4653.76,0.000170681,0.7,4.44315,nan,100,4543.77464278,110,2.49448e-15,4543.77464278,6853.14,5.0505e-05,nan,4543.77464278,9.58241e-20,1340901.73376,2.18442780366,880729.0,50000,1.31474,0.969463,454.545454545,1340901.73376,1.4306e-09,1
4647.35,0.000473832,0.7,21.5066,nan,100,3784.79796072,132,,3784.79796072,12675.4,4.20875e-05,nan,3784.79796072,,3989125.12661,16.977117799,846741.0,50000,1.9103,5.86505,378.787878788,3989125.12661,2.84693e-09,1
4594.96,0.00058188,0.7,43.1645,nan,100,3727.15868054,134,,3727.15868054,10382.4,4.14594e-05,nan,3727.15868054,,2516837.02541,3.87470266035,843271.0,50000,3.0755,28.8014,373.134328358,2516837.02541,5.23392e-09,1
4627.91,0.000274461,0.7,11.869,nan,100,4095.83065684,122,,4095.83065684,10705.1,4.55373e-05,nan,4095.83065684,,2498746.62924,2.89416736937,854133.0,50000,1.96925,5.41871,409.836065574,2498746.62924,2.89753e-09,1
4649.8,0.000133321,0.7,3.25371,nan,100,4462.53027453,112,6.37291e-09,4462.53027453,9275.79,4.96032e-05,nan,4462.53027453,2.61131e-13,2014393.80381,1.80713941317,873568.0,50000,1.21057,0.691348,446.428571429,2014393.80381,1.16075e-09,1
4646.75,0.000252006,0.7,8.52837,nan,100,4163.47584179,120,2.25784e-11,4163.47584179,10644.4,4.62963e-05,nan,4163.47584179,6.67171e-16,2797787.33852,3.23590165375,862121.0,50000,1.56676,2.41686,416.666666667,2797787.33852,2.11028e-09,1
4656.02,0.000223801,0.7,6.92329,nan,100,4095.82853114,122,5.1435e-16,4095.82853114,13779.6,4.55373e-05,nan,4095.82853114,1.66268e-20,3583648.09268,3.57722913362,847796.0,50000,1.4087,1.19015,409.836065574,3583648.09268,1.24366e-09,1
4627.7,0.000534187,0.7,41.2125,nan,100,3468.54137516,144,,3468.54137516,13865.9,3.85802e-05,nan,3468.54137516,,3885309.00911,3.98842378424,825002.0,50000,2.97647,23.0079,347.222222222,3885309.00911,3.8655e-09,1
4651.85,0.000347758,0.7,21.2486,nan,100,3517.5781734,142,9.8012e-22,3517.5781734,14612.6,3.91236e-05,nan,3517.5781734,1.60408e-26,4391499.66945,4.11168209352,825578.0,50000,2.39052,10.2295,352.112676056,4391499.66945,2.73998e-09,1
4644.75,0.000602241,0.7,39.6491,nan,100,3420.9419307,146,2.25506e-32,3420.9419307,14628.0,3.80518e-05,nan,3420.9419307,3.42527e-37,4545928.67313,6.06664415265,824787.0,50000,2.50518,13.75,342.465753425,4545928.67313,3.17231e-09,1
4669.19,0.000163991,0.7,3.68208,nan,100,4462.51329606,112,3.5916e-05,4462.51329606,9595.68,4.96032e-05,nan,4462.51329606,1.59961e-09,2400475.64364,2.26153278969,876891.0,50000,1.11374,0.396359,446.428571429,2400475.64364,7.86212e-10,1
4669.73,0.000197813,0.7,4.4167,nan,100,4543.80676207,110,3.74853e-05,4543.80676207,10099.5,5.05051e-05,nan,4543.80676207,1.67887e-09,2074449.63763,2.04036514143,875512.0,50000,1.12766,0.324533,454.545454545,2074449.63763,6.50984e-10,1
4641.26,0.000596811,0.7,29.0475,nan,100,3728.13563388,134,,3728.13563388,12357.7,4.14594e-05,nan,3728.13563388,,3262641.50315,3.0270778355,837644.0,50000,2.01788,6.75224,373.134328358,3262641.50315,2.85038e-09,1
4649.69,0.000855208,0.7,45.5493,nan,100,3673.2115061,136,,3673.2115061,13522.5,4.08497e-05,nan,3673.2115061,,3783761.51607,15.2494398394,833709.0,50000,2.1757,9.54548,367.647058824,3783761.51607,3.36495e-09,1
4671.93,5.60262e-05,0.7,1.00848,nan,100,4999.212418,100,0.987084,4999.212418,1.86357,5.55556e-05,nan,4999.212418,5.48377e-05,0.019489588969,0.556060397793,899858.0,50000,1.00001,8.47693e-07,500.0,0.019489588969,2.61631e-15,1
4640.65,0.000226168,0.7,7.67172,nan,100,4095.87384777,122,5.33217e-25,4095.87384777,10327.4,4.55373e-05,nan,4095.87384777,1.57196e-29,2933086.42642,3.34756074297,862276.0,50000,1.54465,2.48123,409.836065574,2933086.42642,2.15647e-09,1
4627.83,0.00049518,0.7,20.9459,nan,100,4095.85400216,122,5.29275e-27,4095.85400216,8845.38,4.55373e-05,nan,4095.85400216,1.25126e-31,2190394.1558,3.48814088105,863362.0,50000,1.9262,5.49507,409.836065574,2190394.1558,3.07117e-09,1
4669.71,0.000205566,0.7,4.53566,nan,100,4543.76710013,110,6.85846e-05,4543.76710013,9402.83,5.0505e-05,nan,4543.76710013,3.10841e-09,2074414.08027,1.67405019147,878013.0,50000,1.11435,0.341802,454.545454545,2074414.08027,7.02098e-10,1
4666.15,0.000189874,0.7,4.13699,nan,100,4543.86455286,110,1.06544e-06,4543.86455286,8989.99,5.0505e-05,nan,4543.86455286,4.89003e-11,2038344.27271,1.75675889928,879324.0,50000,1.10041,0.394054,454.545454545,2038344.27271,8.30076e-10,1
4671.92,5.60615e-05,0.7,1.0091,nan,100,4999.19484835,100,0.993142,4999.19484835,1.6487,5.55556e-05,nan,4999.19484835,5.51747e-05,0.0152355938488,0.556238122131,899855.0,50000,0.999997,5.3115e-07,500.0,0.0152355938488,1.63936e-15,1
4668.78,0.000245164,0.7,7.04724,nan,100,4164.34119583,120,2.81275e-14,4164.34119583,12159.7,4.62963e-05,nan,4164.34119583,9.78514e-19,3489189.32184,3.00705706551,861606.0,50000,1.33079,0.96602,416.666666667,3489189.32184,1.16912e-09,1
4648.85,0.0014373,0.7,51.2244,nan,100,4095.86066978,122,1.64247e-24,4095.86066978,10459.1,4.55373e-05,nan,4095.86066978,4.60859e-29,2518263.3673,4.54616130188,856935.0,50000,1.62292,4.12755,409.836065574,2518263.3673,3.24964e-09,1
4670.32,0.000220136,0.7,4.91433,nan,100,4462.43802388,112,4.48452e-07,4462.43802388,9965.29,4.96032e-05,nan,4462.43802388,2.00883e-11,2411139.86683,2.33919281023,875293.0,50000,1.10734,0.35285,446.428571429,2411139.86683,7.0802e-10,1
4595.16,0.0840438,0.7,114057.0,nan,100,2741.60239059,182,,2741.60239059,16651.5,3.0525e-05,nan,2741.60239059,,4095557.4717,10.0005562721,775771.0,50000,41.4258,3.97095e+06,274.725274725,4095557.4717,2.15607e-06,1
4660.84,0.000194749,0.7,5.79969,nan,100,4095.88817474,122,2.4441e-11,4095.88817474,12693.7,4.55373e-05,nan,4095.88817474,8.20707e-16,3644852.97207,2.90881000096,856230.0,50000,1.35612,1.10361,409.836065574,3644852.97207,1.24438e-09,1
4669.67,0.000206798,0.7,4.76354,nan,100,4543.83308227,110,1.97082e-07,4543.83308227,9621.61,5.0505e-05,nan,4543.83308227,8.55586e-12,2074473.56557,1.6509642064,877509.0,50000,1.16337,0.383413,454.545454545,2074473.56557,7.22602e-10,1
4628.02,0.0208232,0.7,1735.5,nan,100,4095.89015547,122,1.61477e-21,4095.89015547,8396.48,4.55373e-05,nan,4095.89015547,1.93748e-26,1730492.023,20.0500786117,860206.0,50000,3.79528,2740.12,409.836065574,1730492.023,3.94473e-07,1
4628.08,0.000301947,0.7,12.8353,nan,100,4095.86818324,122,9.17341e-14,4095.86818324,9837.12,4.55373e-05,nan,4095.86818324,2.15801e-18,2236077.12544,4.98114604568,856302.0,50000,1.93573,5.62809,409.836065574,2236077.12544,3.11464e-09,1
4671.96,5.58775e-05,0.7,1.00581,nan,100,4999.23701893,100,0.99538,4999.23701893,1.29395,5.55556e-05,nan,4999.23701893,5.52982e-05,0.00940837400388,0.556559564145,899863.0,50000,1.00001,2.38795e-07,500.0,0.00940837400388,7.37001e-16,1
4652.42,0.000232236,0.7,5.15375,nan,100,4462.52197811,112,7.34105e-08,4462.52197811,9863.21,4.96032e-05,nan,4462.52197811,3.308e-12,2174717.28279,2.01350803756,871956.0,50000,1.10078,0.44519,446.428571429,2174717.28279,9.03982e-10,1
4671.92,5.59212e-05,0.7,1.00658,nan,100,4999.19777515,100,0.99221,4999.19777515,1.92979,5.55556e-05,nan,4999.19777515,5.51227e-05,0.020902124278,0.555927649682,899856.0,50000,1.0,4.32107e-07,500.0,0.020902124278,1.33366e-15,1
4649.97,0.00017089,0.7,4.57844,nan,100,4462.53879943,112,1.12878e-08,4462.53879943,8138.32,4.96032e-05,nan,4462.53879943,4.21315e-13,1709028.68309,2.35808506813,875651.0,50000,1.32896,0.982489,446.428571429,1709028.68309,1.36875e-09,1
4653.67,0.000361548,0.7,12.9631,nan,100,4164.2180902,120,1.64255e-20,4164.2180902,9928.93,4.62963e-05,nan,4164.2180902,4.58118e-25,2619599.88422,4.47047383706,864295.0,50000,1.65992,2.87369,416.666666667,2619599.88422,2.23541e-09,1
4669.61,0.000206401,0.7,4.72606,nan,100,4543.79849024,110,4.15684e-06,4543.79849024,9071.25,5.05051e-05,nan,4543.79849024,1.81541e-10,2074440.84641,2.91783318591,879390.0,50000,1.15644,0.377651,454.545454545,2074440.84641,7.20305e-10,1
4653.78,0.0215841,0.7,1415.66,nan,100,3843.17914624,130,7.36383e-18,3843.17914624,12725.6,4.2735e-05,nan,3843.17914624,1.12274e-22,3240687.82758,12.0890288277,840486.0,50000,2.80291,1030.34,384.615384615,3240687.82758,2.39513e-07,1
4670.53,0.000204633,0.7,4.58904,nan,100,4462.49454534,112,9.94633e-07,4462.49454534,10916.7,4.96032e-05,nan,4462.49454534,4.43524e-11,2411200.62797,1.99786228456,871500.0,50000,1.11238,0.344129,446.428571429,2411200.62797,6.84274e-10,1
4653.57,0.000322917,0.7,15.9453,nan,100,3843.19519651,130,1.52009e-25,3843.19519651,13344.5,4.2735e-05,nan,3843.19519651,3.07843e-30,3699902.01737,3.66976085706,840656.0,50000,2.11021,6.28924,384.615384615,3699902.01737,2.57938e-09,1
4669.19,0.000635534,0.7,19.2199,nan,100,4029.66416256,124,1.00935e-12,4029.66416256,13051.9,4.48029e-05,nan,4029.66416256,3.33755e-17,3928885.1236,6.33476327993,855019.0,50000,1.35494,1.68498,403.225806452,3928885.1236,1.84233e-09,1
4654.71,0.000403491,0.7,12.1145,nan,100,4164.33615337,120,2.88939e-17,4164.33615337,11935.3,4.62963e-05,nan,4164.33615337,9.6235e-22,3297502.26907,2.6437184115,860298.0,50000,1.39001,1.46925,416.666666667,3297502.26907,1.62986e-09,1
4649.46,0.000314181,0.7,11.4165,nan,100,4029.62235843,124,2.34015e-25,4029.62235843,11572.9,4.48029e-05,nan,4029.62235843,6.44005e-30,2797364.21685,3.36198371349,849481.0,50000,1.62802,2.83368,403.225806452,2797364.21685,2.14606e-09,1
4650.03,0.000211785,0.7,5.87697,nan,100,4462.52646804,112,9.46168e-07,4462.52646804,6695.41,4.96032e-05,nan,4462.52646804,3.40965e-11,1123239.68627,4.41652595925,876137.0,50000,1.37647,1.2581,446.428571429,1123239.68627,1.63379e-09,1
4649.76,0.00024859,0.7,9.19344,nan,100,4029.61194408,124,1.35842e-13,4029.61194408,10441.4,4.48029e-05,nan,4029.61194408,3.67317e-18,2687855.54687,3.64734809764,856606.0,50000,1.65691,2.93231,403.225806452,2687855.54687,2.14398e-09,1
4648.58,0.000250597,0.7,9.63064,nan,100,4095.87265402,122,1.51503e-13,4095.87265402,11606.5,4.55373e-05,nan,4095.87265402,3.94222e-18,2683401.04893,3.188017279,850520.0,50000,1.75003,3.14164,409.836065574,2683401.04893,2.12715e-09,1
4655.66,0.000279744,0.7,8.31414,nan,100,4095.77583011,122,5.22473e-10,4095.77583011,13274.7,4.55373e-05,nan,4095.77583011,1.75795e-14,3595964.2999,2.96948528727,851167.0,50000,1.35339,1.08626,409.836065574,3595964.2999,1.22976e-09,1
4641.64,0.000215564,0.7,7.53347,nan,100,4095.85999716,122,,4095.85999716,11416.7,4.55373e-05,nan,4095.85999716,,2885184.08205,3.83187894469,854608.0,50000,1.59142,2.58426,409.836065574,2885184.08205,2.11592e-09,1
4653.92,0.000190171,0.7,4.94295,nan,100,4543.84334493,110,1.70539e-07,4543.84334493,7297.38,5.0505e-05,nan,4543.84334493,6.56119e-12,1254146.04987,3.66268609976,877822.0,50000,1.31273,1.02335,454.545454545,1254146.04987,1.51476e-09,1
4653.58,0.000920814,0.7,46.1837,nan,100,3843.19634567,130,1.61367e-18,3843.19634567,13378.1,4.2735e-05,nan,3843.19634567,3.21736e-23,3536884.27855,3.15075497487,838874.0,50000,2.14339,8.07414,384.615384615,3536884.27855,3.20969e-09,1
4671.92,5.59471e-05,0.7,1.00702,nan,100,4999.20037805,100,0.985406,4999.20037805,1.75697,5.55556e-05,nan,4999.20037805,5.47462e-05,0.0173335531728,0.555919795538,899856.0,50000,0.999974,6.57518e-07,500.0,0.0173335531728,2.02948e-15,1
4651.23,0.00046766,0.7,16.0036,nan,100,4095.92504641,122,1.21527e-20,4095.92504641,12173.4,4.55373e-05,nan,4095.92504641,3.55128e-25,3276378.82944,3.86748223449,855218.0,50000,1.55832,2.22572,409.836065574,3276378.82944,1.90061e-09,1
4630.91,0.000220518,0.7,8.1195,nan,100,4095.93138832,122,1.11179e-17,4095.93138832,11573.4,4.55373e-05,nan,4095.93138832,3.01953e-22,2836322.18097,2.54928540166,851988.0,50000,1.67669,3.07272,409.836065574,2836322.18097,2.26649e-09,1
4653.47,0.000949534,0.7,49.7789,nan,100,3420.91778913,146,3.30756e-17,3420.91778913,17746.0,3.80518e-05,nan,3420.91778913,6.30919e-22,5301772.49699,5.21050797807,805207.0,50000,1.99484,7.00438,342.465753425,5301772.49699,2.54859e-09,1
4653.85,0.00016132,0.7,4.35482,nan,100,4543.76904079,110,1.05703e-18,4543.76904079,6509.55,5.05051e-05,nan,4543.76904079,3.91566e-23,1186518.26977,2.59886728576,881202.0,50000,1.36338,1.10491,454.545454545,1186518.26977,1.51623e-09,1
4651.9,0.000227629,0.7,6.93995,nan,100,4029.64765225,124,1.74824e-31,4029.64765225,13065.8,4.48029e-05,nan,4029.64765225,5.73422e-36,3722723.68663,2.90710583629,851229.0,50000,1.36595,1.37976,403.225806452,3722723.68663,1.48439e-09,1
4649.67,0.000467488,0.7,16.699,nan,100,4029.63297951,124,1.89326e-15,4029.63297951,13570.7,4.48029e-05,nan,4029.63297951,5.30016e-20,3097147.62087,2.9126488388,839148.0,50000,1.60039,2.84133,403.225806452,3097147.62087,2.2268e-09,1
4627.91,0.0832485,0.7,5.18722e+06,nan,100,3728.21975385,134,,3728.21975385,11843.2,4.14594e-05,nan,3728.21975385,,3280971.73933,11.9999972519,842772.0,50000,2583.33,1.33806e+10,373.134328358,3280971.73933,3.44634e-06,1
4660.04,0.00184484,0.7,96.9216,nan,100,3568.02353189,140,,3568.02353189,14659.0,3.96825e-05,nan,3568.02353189,,5058985.67281,5.10932661506,836343.0,50000,2.08479,10.8695,357.142857143,5058985.67281,3.93809e-09,1
4658.18,0.000203547,0.7,4.77193,nan,100,4462.55071884,112,1.41433e-06,4462.55071884,10567.4,4.96032e-05,nan,4462.55071884,6.03284e-11,2274800.73824,2.42765273657,869999.0,50000,1.16289,0.405997,446.428571429,2274800.73824,7.38691e-10,1
4649.37,0.000564516,0.7,32.9998,nan,100,3374.53721729,148,,3374.53721729,16669.1,3.75375e-05,nan,3374.53721729,,4951314.04733,3.56076913642,811469.0,50000,2.19433,9.10919,337.837837838,4951314.04733,2.66569e-09,1
4649.36,0.00400581,0.7,512.521,nan,100,2712.333008,184,,2712.333008,18763.0,3.01932e-05,nan,2712.333008,,5157614.17641,14.68396873,783328.0,50000,3.86305,137.257,271.739130435,5157614.17641,8.38477e-09,1
4649.65,0.000432735,0.7,21.7968,nan,100,3673.19885583,136,,3673.19885583,13819.3,4.08497e-05,nan,3673.19885583,,3659215.05944,6.93881442854,830068.0,50000,2.05759,7.12851,367.647058824,3659215.05944,2.80969e-09,1
